label,media_url,payload,notification_title_English,notification_body_English,notification_title_Arabic,notification_body_Arabic,notification_title_Spanish,notification_body_Spanish,notification_title_Portuguese,notification_body_Portuguese,notification_title_Indonesian,notification_body_Indonesian,notification_title_Russian,notification_body_Russian,notification_title_French,notification_body_French,notification_title_Thai,notification_body_Thai
260516,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""260516""}",Final push for victory. Go for the top.,Final push for victory. Go for the top.,الدفعه الاخيرة نحو النصر. صوب القمة.,الدفع النهائي نحو النصر.,Empuje final por la victoria. Ve por la cima.,Empuje final por la victoria. Ve por la cima.,Empurrao final pela vitoria. Rumo ao topo.,Empurrao final pela vitoria. Rumo ao topo.,Dorongan terakhir untuk menang. Raih puncak.,Dorongan terakhir untuk menang. Raih puncak.,Последний рывок к победе. Иди к вершине.,Последний рывок к победе. Иди к вершине.,Dernier effort pour gagner. Vise le sommet.,Dernier effort pour gagner. Vise le sommet.,ผลักครั้งสุดท้ายเพื่อชัยชนะ. ไปให้ถึง,ผลักครั้งสุดท้ายเพื่อชัยชนะ. ไปให้ถึง
260523,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""260523""}",Last day to secure your rank. Don’t stop now.,Last day to secure your rank. Don’t stop now.,اليوم الاخير لتأمين ترتيبك. لا تتوقف.,آخر يوم لتأمين الترتيب.,Ultimo dia para asegurar tu rango. No pares.,Ultimo dia para asegurar tu rango. No pares.,Ultimo dia para garantir seu nivel. Nao pare.,Ultimo dia para garantir seu nivel. Nao pare.,Hari terakhir amankan rankmu. Jangan berhenti.,Hari terakhir amankan rankmu. Jangan berhenti.,Последний день закрепить ранг. Не останавливайся.,Последний день закрепить ранг. Не останавливайся.,Dernier jour pour ton rang. Continue.,Dernier jour pour ton rang. Continue.,วันสุดท้ายรักษาแรงค์ไว้. อย่าหยุด,วันสุดท้ายรักษาแรงค์ไว้. อย่าหยุด
260530,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""260530""}",League closes tomorrow. Finish strong.,League closes tomorrow. Finish strong.,ينتهي الدوري غدا. انهي بقوة.,الدوري يُغلق غدًا.,La liga termina manana. Termina fuerte.,La liga termina manana. Termina fuerte.,Liga acaba amanha. Termine com forca.,Liga acaba amanha. Termine com forca.,Liga berakhir besok. Selesaikan dengan kuat.,Liga berakhir besok. Selesaikan dengan kuat.,Лига закроется завтра. Закончите сильно.,Лига закроется завтра. Закончите сильно.,La ligue ferme demain. Finis fort.,La ligue ferme demain. Finis fort.,ลีกจบพรุ่งนี้. ปิดฉากให้สวย,ลีกจบพรุ่งนี้. ปิดฉากให้สวย
260606,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""260606""}",24 hours to glory. Reach for the top.,24 hours to glory. Reach for the top.,24 ساعة للمجد. صوب القمة.,24 ساعة للمجد.,24h de gloria. Ve por la cima.,24h de gloria. Ve por la cima.,24h de gloria. Alcance o topo.,24h de gloria. Alcance o topo.,24 jam menuju kejayaan. Capai puncak.,24 jam menuju kejayaan. Capai puncak.,24 ч. до славы. Достигни вершины.,24 ч. до славы. Достигни вершины.,24h pour la gloire. Vise le sommet.,24h pour la gloire. Vise le sommet.,24 ชม. สู่เกียรติยศ. พุ่งสู่ยอด,24 ชม. สู่เกียรติยศ. พุ่งสู่ยอด
260613,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""260613""}",Final sprint to the top. Climb fast.,Final sprint to the top. Climb fast.,اندفاع اخير للقمة. تسلق بسرعة.,الانطلاقة الأخيرة نحو القمة.,Esfuerzo final. Sube rapido.,Esfuerzo final. Sube rapido.,Corrida final ao topo. Suba rapido.,Corrida final ao topo. Suba rapido.,Sprint terakhir. Naik secepatnya.,Sprint terakhir. Naik secepatnya.,Финальный спринт к вершине. Быстрее.,Финальный спринт к вершине. Быстрее.,Sprint final. Grimpe vite.,Sprint final. Grimpe vite.,สุดท้ายแล้ว. ปีนให้ไว,สุดท้ายแล้ว. ปีนให้ไว
260620,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""260620""}",Deadline alert. 24h to make your move.,Deadline alert. 24h to make your move.,تنبيه الموعد النهائي. 24 ساعة للتحرك.,تنبيه موعد نهائي. تبقى 24 ساعة.,Alerta de plazo. Tienes 24h.,Alerta de plazo. Tienes 24h.,Alerta de prazo. Tem 24h para agir.,Alerta de prazo. Tem 24h para agir.,Batas waktu. 24 jam buat gerakanmu.,Batas waktu. 24 jam buat gerakanmu.,Внимание. Осталось 24 ч.,Внимание. Осталось 24 ч.,Alerte limite. 24h pour agir.,Alerte limite. 24h pour agir.,เตือนหมดเวลา. เหลือ 24 ชม.,เตือนหมดเวลา. เหลือ 24 ชม.
260627,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""260627""}",Last chance for rewards. Play now.,Last chance for rewards. Play now.,الفرصة الاخيرة للمكافآت. العب الان.,آخر فرصة للحصول على المكافآت.,Ultima oportunidad para premios. Juega ya.,Ultima oportunidad para premios. Juega ya.,Ultima chance de premio. Jogue agora.,Ultima chance de premio. Jogue agora.,Kesempatan terakhir dapat hadiah. Main sekarang.,Kesempatan terakhir dapat hadiah. Main sekarang.,Последний шанс на награды. Играй.,Последний шанс на награды. Играй.,Derniere chance de recompense. Joue.,Derniere chance de recompense. Joue.,โอกาสสุดท้ายรับรางวัล. เล่นเลย,โอกาสสุดท้ายรับรางวัล. เล่นเลย
260704,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""260704""}",League ending soon. Finish your climb.,League ending soon. Finish your climb.,ينتهي الدوري قريبا. اكمل صعودك.,الدوري ينتهي قريبًا.,La liga termina pronto. Termina tu subida.,La liga termina pronto. Termina tu subida.,Liga termina em breve. Finalize sua subida.,Liga termina em breve. Finalize sua subida.,Liga segera berakhir. Naik sekarang.,Liga segera berakhir. Naik sekarang.,Лига скоро закончится. Заверши подъем.,Лига скоро закончится. Заверши подъем.,La ligue se termine. Termine ton ascension.,La ligue se termine. Termine ton ascension.,ลีกใกล้จบแล้ว. ปีนให้สุด,ลีกใกล้จบแล้ว. ปีนให้สุด
260711,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""260711""}",24h left. Climb now and rise higher.,24h left. Climb now and rise higher.,تبقى 24 ساعة. تسلق الان وارتفع.,تبقى 24 ساعة - اصعد الآن.,24h restantes. Sube y llega mas alto.,24h restantes. Sube y llega mas alto.,Faltam 24h. Suba mais alto.,Faltam 24h. Suba mais alto.,24 jam tersisa. Naik lebih tinggi.,24 jam tersisa. Naik lebih tinggi.,Осталось 24 ч. Поднимись выше.,Осталось 24 ч. Поднимись выше.,24h restantes. Grimpe plus haut.,24h restantes. Grimpe plus haut.,เหลือ 24 ชม. ไต่ให้สูงกว่าเดิม,เหลือ 24 ชม. ไต่ให้สูงกว่าเดิม
260718,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""260718""}",Final day rush begins. Give it your best.,Final day rush begins. Give it your best.,بدأ اندفاع اليوم الاخير. ابذل جهدك.,بدأت عجلة اليوم الأخير.,Ultimo dia empieza. Da lo mejor.,Ultimo dia empieza. Da lo mejor.,Ultimo dia comecou. De o seu melhor.,Ultimo dia comecou. De o seu melhor.,Hari terakhir dimulai. Lakukan yang terbaik.,Hari terakhir dimulai. Lakukan yang terbaik.,Последний день. Отдай все силы.,Последний день. Отдай все силы.,Dernier jour commence. Donne tout.,Dernier jour commence. Donne tout.,เริ่มแล้ววันสุดท้าย. ใส่ให้เต็ม,เริ่มแล้ววันสุดท้าย. ใส่ให้เต็ม
260725,https://d26ml67612e64s.cloudfront.net/block_blast/image/TOURNAMENT_END_MSG.jpg,"{""social"":""A2U_BETA"",""type"":""260725""}",24h left to rank up. Don’t miss your promotion.,24h left to rank up. Don’t miss your promotion.,تبقى 24 ساعة للترقية. لا تفوت الفرصة.,تبقى 24 ساعة للترقية.,Quedan 24h para subir de rango. No lo pierdas.,Quedan 24h para subir de rango. No lo pierdas.,Faltam 24h para subir de liga. Nao perca.,Faltam 24h para subir de liga. Nao perca.,24 jam tersisa untuk naik peringkat. Jangan lewatkan.,24 jam tersisa untuk naik peringkat. Jangan lewatkan.,Осталось 24 ч. для повышения. Не упусти шанс.,Осталось 24 ч. для повышения. Не упусти шанс.,Plus que 24h pour monter. Ne rate pas ta chance.,Plus que 24h pour monter. Ne rate pas ta chance.,เหลือเวลา 24 ชม. อย่าพลาดการเลื่อนขั้น.,เหลือเวลา 24 ชม. อย่าพลาดการเลื่อนขั้น.
