 ,,,,,
적용,확정,Event,기록시점,Data 요약,Sample Data
FALSE,TRUE,2170_GAMEPLAY_ITEM_REDEAL_TRY,Redeal 아이템 사용 시도 시 (버튼),"난이도 티어, 시드ID, 타입","{""difficulty_tier"":""00"",""seed"":""seedid"", ""type"":""free""}"
FALSE,TRUE,2171_GAMEPLAY_ITEM_REDEAL_SUCCESS,Redeal 아이템 사용 성공 시,"난이도 티어, 시드ID, 타입","{""difficulty_tier"":""00"",""seed"":""seedid"", ""type"":""free""}"
FALSE,TRUE,2172_GAMEPLAY_ITEM_REDEAL_FAIL,Redeal 아이템 사용 실패 시,"난이도 티어, 시드ID, error_code, error_message, 타입","{""difficulty_tier"":""00"",""seed"":""seedid"", ""error_code"":""code"", ""error_message"":""message"", ""type"":""free""}"
FALSE,TRUE,2173_GAMEPLAY_ITEM_REDEAL_UNLOCK,Redeal 아이템 해금 화면 노출 시,,
FALSE,FALSE,2174_GAMEPLAY_ITEM_REDEAL_ALERT_ON,Redeal 아이템 알럿 노출 시,,
FALSE,FALSE,2175_GAMEPLAY_ITEM_REDEAL_ALERT_TOUCH,Redeal 아이템 알럿 노출 중 터치 시,,
FALSE,TRUE,2180_GAMEPLAY_ITEM_BOMB_TRY,Bomb 아이템 사용 시도 시 (버튼),"난이도 티어, 시드ID, 타입","{""difficulty_tier"":""00"",""seed"":""seedid"", ""type"":""free""}"
FALSE,TRUE,2181_GAMEPLAY_ITEM_BOMB_SUCCESS,Bomb 아이템 사용 성공 시,"난이도 티어, 시드ID, 타입","{""difficulty_tier"":""00"",""seed"":""seedid"", ""type"":""free""}"
FALSE,TRUE,2182_GAMEPLAY_ITEM_BOMB_FAIL,Bomb 아이템 사용 실패 시,"난이도 티어, 시드ID, error_code, error_message, 타입","{""difficulty_tier"":""00"",""seed"":""seedid"", ""error_code"":""code"", ""error_message"":""message"", ""type"":""free""}"
FALSE,TRUE,2183_GAMEPLAY_ITEM_BOMB_UNLOCK,Bomb  아이템 해금 화면 노출 시,,
FALSE,FALSE,2184_GAMEPLAY_ITEM_BOMB_ALERT_ON,Bomb 아이템 알럿 노출 시,,
FALSE,FALSE,2185_GAMEPLAY_ITEM_BOMB_ALERT_TOUCH,Bomb 아이템 알럿 노출 중 터치 시,,
FALSE,TRUE,2190_GAMEPLAY_STAR_REWARD,골드 보상 상자로 바꾸기 위해 필요한 별 수량 모았을 때,"난이도 티어, 시드ID","{""difficulty_tier"":""00"",""seed"":""seedid""}"
FALSE,TRUE,2191_GAMEPLAY_STAR_REWARD_TO_GOLD,골드 보상 상자로 바뀐 버튼 터치 시,"난이도 티어, 시드ID","{""difficulty_tier"":""00"",""seed"":""seedid""}"
FALSE,FALSE,2192_GAMEPLAY_STAR_REWARD_CLAIM_TRY,골드 보상 화면의 Claim 버튼 터치 시,"난이도 티어, 시드ID","{""difficulty_tier"":""00"",""seed"":""seedid""}"
FALSE,TRUE,2193_GAMEPLAY_STAR_REWARD_CLAIM_SUCCESS,골드 보상 화면의 Claim 버튼 터치 후 획득 성공 시,"난이도 티어, 시드ID","{""difficulty_tier"":""00"",""seed"":""seedid""}"
FALSE,TRUE,2194_GAMEPLAY_STAR_REWARD_CLAIM_FAIL,골드 보상 화면의 Claim 버튼 터치 후 획득 실패 시,"난이도 티어, 시드ID, error_code, error_message, 타입","{""difficulty_tier"":""00"",""seed"":""seedid"", ""error_code"":""code"", ""error_message"":""message"", ""type"":""free""}"
FALSE,TRUE,2200_GAMEPLAY_CONTINUE,이어하기 팝업 노출 시 (revive),"난이도 티어, 시드ID, 게임 모드, 진입 위치, 이어하기 회차, 타입, 현재 점수, 블록 배치 횟수","{""difficulty_tier"":""00"",""seed"":""seedid"",""mode"":""solo"",""position"":""lobby"",""continue_count"":""1"", ""type"":""free"",""score"":""100000"", ""move_count"":""1000""}"
FALSE,TRUE,2201_GAMEPLAY_CONTINUE_TRY,이어하기 시도 시 (버튼) (revive),"난이도 티어, 시드ID, 이어하기 회차, 타입","{""difficulty_tier"":""00"",""seed"":""seedid"",""continue_count"":""1"", ""type"":""free""}"
FALSE,TRUE,2202_GAMEPLAY_CONTINUE_SUCCESS,이어하기 성공 시 (revive),"난이도 티어, 시드ID, 이어하기 회차, 타입","{""difficulty_tier"":""00"",""seed"":""seedid"",""continue_count"":""1"", ""type"":""free""}"
FALSE,TRUE,2203_GAMEPLAY_CONTINUE_FAIL,이어하기 실패 시 (revive),"난이도 티어, 시드ID, 이어하기 회차, 타입, error_code , error_message","{""difficulty_tier"":""00"",""seed"":""seedid"",""continue_count"":""1"",""type"":""free"",""error_code"":""code"", ""error_message"":""message""}"
FALSE,TRUE,2210_GAMEPLAY_SETTING,플레이 화면에서의 설정 팝업 노출 시,"난이도 티어, 시드ID","{""difficulty_tier"":""00"",""seed"":""seedid""}"
FALSE,TRUE,2211_GAMEPLAY_SETTING_LEAVE,플레이 화면에서의 설정 팝업에서 나가기 시,"난이도 티어, 시드ID, 최종 점수, 블록 배치 횟수","{""difficulty_tier"":""00"",""seed"":""seedid"",""score"":""100000"", ""move_count"":""1000""}"
FALSE,TRUE,2220_GAMEPLAY_END_SURE,나가기 확인 팝업 노출 시,"난이도 티어, 시드ID","{""difficulty_tier"":""00"",""seed"":""seedid""}"
FALSE,TRUE,2221_GAMEPLAY_END_SURE_NO,"나가기 확인 팝업에서 닫기 버튼(X,Continue) 선택 시 ","난이도 티어, 시드ID","{""difficulty_tier"":""00"",""seed"":""seedid""}"
FALSE,TRUE,2222_GAMEPLAY_END_SURE_YES,나가기 확인 팝업에서 나가기 선택 시,"난이도 티어, 시드ID","{""difficulty_tier"":""00"",""seed"":""seedid""}"
FALSE,TRUE,2300_GAMEPLAY_FINISH,각 판이 종료되었을 때 (토너먼트 Continue 화면),"난이도 티어, 시드ID, 게임 모드, 진입 위치, 토너먼트 ID, 플레이 타임, 이어하기 회차, 최종 점수, 블록 배치 횟수, 토너먼트 순위","{""difficulty_tier"":""00"",""seed"":""seedid"",,""mode"":""solo"",""position"":""lobby"",""result"":""clear"", ""play_time"":"""", ""continue_count"":""0"", ""score"":""100000"", ""move_count"":""1000"",""tournament_rank"":""99""}"
FALSE,TRUE,2400_FINISH_RESULT,결과 화면 노출 시,"난이도 티어, 시드ID, 게임 모드, 진입 위치, 이어하기 회차, 최종 점수, 보유 광고 스킵 티켓, 진행중 이벤트 ID, 이벤트 진행 상황, 힌트 3종의 노출 카운트","{""difficulty_tier"":""00"",""seed"":""seedid"",""mode"":""p2p"",""mode"":""solo"",""position"":""lobby"", ""continue_count"":""0"", ""score"":""100000"", ""ad_skip_ticket_total"":""1000"", ""event_ongoing"":""90001"", ""event_progress"":""1"",""hint_unique_count""=""00"",""hint_hover_count""=""00"",""hint_alert_count""=""00""}"
FALSE,FALSE,2101_GAMEPLAY_SAVE,게임 중간 저장 시,"시드ID, 게임 모드, 진입 위치, 토너먼트 ID, 플레이 타임, 이어하기 회차, 블록 배치 횟수, 토너먼트 순위, 난이도 티어, 페이즈 티어","{""seed"":""seedid"",""mode"":""solo"",""position"":""lobby"",""tournament_id"":""6625697967451126"", ""play_time"":"""", ""continue_count"":""0"", ""score"":""100000"", ""move_count"":""1000"",""tournament_rank"":""99"",""difficulty_tier"":""00"",""phase_tier"":""00""}"
FALSE,TRUE,2101_GAMEPLAY_LOAD,중간 저장 정보 불러올 시,"시드ID, 게임 모드, 진입 위치, 플레이 타임, 이어하기 회차, 블록 배치 횟수, 난이도 티어, 페이즈 티어","{""seed"":""seedid"",""mode"":""solo"",""position"":""lobby"", ""play_time"":"""", ""continue_count"":""0"", ""score"":""100000"", ""move_count"":""1000"",""difficulty_tier"":""00"",""phase_tier"":""00""}"
FALSE,TRUE,9501_RV_UNCONSUMED_PROVIDE_TRY,상품 결제 이후 미지급된 상품을 로그인때 지급하는 경우,"productId, token","{""productid"":""00"",""token"":""seedid""}"
FALSE,TRUE,9502_RV_UNCONSUMED_PROVIDE_SUCCESS,상품 결제 이후 미지급된 상품을 로그인때 지급하는 경우_성공,"productId, token","{""productid"":""00"",""token"":""seedid""}"
FALSE,TRUE,9502_RV_UNCONSUMED_PROVIDE_FAIL,상품 결제 이후 미지급된 상품을 로그인때 지급하는 경우_실패,"productId, token, error_code","{""productid"":""00"",""token"":""seedid"",""error_code"":""""}"
,,3xxx 소셜 API 호출 관련 로그,,,
FALSE,TRUE,3000_SWITCH_CONTEXT_START,컨텍스트 전환 시도,컨텍스트 전환 대상 (친구 / 토너먼트),"{""type"":""friend""}"
FALSE,TRUE,3010_SWITCH_CONTEXT_SUCCESS,컨텍스트 전환 성공,컨텍스트 전환 대상 (친구 / 토너먼트),"{""type"":""friend""}"
FALSE,TRUE,3020_SWITCH_CONTEXT_FAIL,컨텍스트 전환 실패,"컨텍스트 전환 대상 (친구 / 토너먼트), error_code , error_message","{""type"":""friend"",""error_code"":""code"",""error_message"":""message""}"
FALSE,TRUE,3100_TOURNAMENT_CREATE,토너먼트 생성 시도,"난이도 티어, 시드ID","{""difficulty_tier"":""00"",""seed"":""seedid""}"
FALSE,TRUE,3110_TOURNAMENT_CREATE_SUCCESS,토너먼트 생성 성공,"난이도 티어, 시드ID","{""difficulty_tier"":""00"",""seed"":""seedid""}"
FALSE,TRUE,3120_TOURNAMENT_CREATE_FAIL,토너먼트 생성 실패,"error_code , error_message","{""difficulty_tier"":""00"",""seed"":""seedid"",""error_code"":""code"",""error_message"":""message""}"
FALSE,TRUE,3200_TOURNAMENT_SHARE,토너먼트 공유 시도,"토너먼트 ID, 내 등수, 참여 인원","{""tournament_id"":""6625697967451126"",""my_rank"":""1"",""size"":""3""}"
FALSE,TRUE,3210_TOURNAMENT_SHARE_SUCCESS,토너먼트 공유 성공,"토너먼트 ID, 내 등수, 참여 인원","{""tournament_id"":""6625697967451126"",""my_rank"":""1"",""size"":""3""}"
FALSE,TRUE,3220_TOURNAMENT_SHARE_FAIL,토너먼트 공유 실패,"토너먼트 ID, 내 등수, 참여 인원, error_code , error_message","{""tournament_id"":""6625697967451126"",""my_rank"":""1"",""size"":""3"",""error_code"":""code"",""error_message"":""message""}"
FALSE,TRUE,3300_TOURNAMENT_POST,토너먼트 등록 시도,"토너먼트 ID, 내 등수, 참여 인원","{""tournament_id"":""6625697967451126"",""my_rank"":""1"",""size"":""3""}"
FALSE,TRUE,3310_TOURNAMENT_POST_SUCCESS,토너먼트 등록 성공,"토너먼트 ID, 내 등수, 참여 인원","{""tournament_id"":""6625697967451126"",""my_rank"":""1"",""size"":""3""}"
FALSE,TRUE,3320_TOURNAMENT_POST_FAIL,토너먼트 등록 실패,"토너먼트 ID, 내 등수, 참여 인원, error_code , error_message","{""tournament_id"":""6625697967451126"",""error_code"":""code"",""error_message"":""message""}"
FALSE,TRUE,3400_MSG_P2P,메세지 발송 시도 (1번째 시도),"발송 위치, 이미지 ID, 발송 시 텍스트 키값","{""position"":""invite"",""image_id"":""3"",""text"":""T_DAILY_SHARE_A_1""}"
FALSE,TRUE,3410_MSG_P2P_SUCCESS,메세지 발송 성공,"발송 위치, 이미지 ID, 발송 시 텍스트 키값, 난이도 티어, 시드ID","{""position"":""invite"",""image_id"":""3"",""text"":""T_DAILY_SHARE_A_1"",""difficulty_tier"":""00"",""seed"":""seedid""}"
FALSE,TRUE,3420_MSG_P2P_FAIL,메세지 발송 실패,"발송 위치, 이미지 ID, error_code , error_message","{""position"":""invite"",""image_id"":""3"",""error_code"":""code"",""error_message"":""message""}"
FALSE,TRUE,3430_MSG_P2P_RETRY,메세지 재발송 시도 시(2~4번째 시도),"발송 위치, 이미지 ID, 발송 시 텍스트 키값","{""position"":""invite"",""image_id"":""3"",""text"":""T_DAILY_SHARE_A_1""}"
FALSE,TRUE,3440_MSG_P2P_RETRY_SUCCESS,메세지 재발송 시도 성공,"발송 위치, 이미지 ID, 발송 시 텍스트 키값, 난이도 티어, 시드ID","{""position"":""invite"",""image_id"":""3"",""text"":""T_DAILY_SHARE_A_1"",""difficulty_tier"":""00"",""seed"":""seedid""}"
FALSE,TRUE,3450_MSG_P2P_RETRY_FAIL,메세지 재발송 시도 실패,"발송 위치, 이미지 ID, error_code , error_message","{""position"":""invite"",""image_id"":""3"",""error_code"":""code"",""error_message"":""message""}"
FALSE,TRUE,3500_FEED_SHARE,피드공유 시도,"공유 위치, 이미지 ID, 공유 시 텍스트 키값","{""position"":""profile"",""image_id"":""3"",""text"":""T_DAILY_SHARE_A_1""}"
FALSE,TRUE,3510_FEED_SHARE_SUCCESS,피드공유 성공,"공유 위치, 이미지 ID, 공유 시 텍스트 키값","{""position"":""profile"",""image_id"":""3"",""text"":""T_DAILY_SHARE_A_1""}"
FALSE,TRUE,3520_FEED_SHARE_FAIL,피드공유 실패,"공유 위치, 이미지 ID, error_code , error_message","{""position"":""profile"",""image_id"":""3"",""error_code"":""code"",""error_message"":""message""}"
FALSE,TRUE,3600_SCREENSHOT_SHARE,스크린샷 버튼 터치,씬/팝업 이름,"{""position"":""sceneName""}"
FALSE,TRUE,3610_SCREENSHOT_SHARE_SUCCESS,스크린샷 공유 성공,씬/팝업 이름,"{""position"":""sceneName""}"
FALSE,TRUE,3620_SCREENSHOT_SHARE_FAIL,스크린샷 공유 실패 (유저 인풋 제외),"씬/팝업 이름, error_code, error_message","{""position"":""sceneName"",""error_code"":""code"",""error_message"":""message""}"
FALSE,FALSE,3700_SWITCH_APP,CP 이동 시,,
,,4xxx 수익화 관련 로그,,,
FALSE,TRUE,4000_INTERSTITIAL_AD_START,인터스티셜 광고 재생 시작,광고 위치,"{""type"":""광고위치""}"
FALSE,TRUE,4010_INTERSTITIAL_AD_FINISH,인터스티셜 광고 재생 완료,광고 위치,"{""type"":""광고위치""}"
FALSE,TRUE,4020_INTERSTITIAL_AD_ERROR,인터스티셜 광고 재생 에러,"광고 위치, error_code, error_message","{""type"":""광고위치"", ""error_code"":""code"",""error_message"":""message""}"
FALSE,TRUE,4080_INTERSTITIAL_AD_PRELOAD_FINISH,인터스티셜 프리로드 성공,,
FALSE,TRUE,4090_INTERSTITIAL_AD_PRELOAD_ERROR,인터스티셜 프리로드 에러,"error_code , error_message","{""error_code"":""code"",""error_message"":""message""}"
FALSE,TRUE,4100_INTERSTITIAL_RV_START,인터스티셜RV 광고 재생 시작,광고 위치,"{""type"":""광고위치""}"
FALSE,TRUE,4110_INTERSTITIAL_RV_FINISH,인터스티셜RV 광고 재생 완료,광고 위치,"{""type"":""광고위치""}"
FALSE,TRUE,4120_INTERSTITIAL_RV_ERROR,인터스티셜RV 광고 재생 에러,"광고 위치, error_code, error_message","{""type"":""광고위치"", ""error_code"":""code"",""error_message"":""message""}"
FALSE,TRUE,4180_INTERSTITIAL_RV_PRELOAD_FINISH,인터스티셜RV 프리로드 성공,,
FALSE,TRUE,4190_INTERSTITIAL_RV_PRELOAD_ERROR,인터스티셜RV 프리로드 에러,"error_code , error_message","{""error_code"":""code"",""error_message"":""message""}"
FALSE,TRUE,4200_RV_START,RV 광고 재생 시작,광고 위치,"{""type"":""광고위치""}"
FALSE,TRUE,4210_RV_FINISH,RV 광고 재생 완료,광고 위치,"{""type"":""광고위치""}"
FALSE,TRUE,4220_RV_ERROR,RV 광고 재생 에러,"광고 위치, error_code, error_message","{""type"":""광고위치"",""error_code"":""code"",""error_message"":""message""}"
FALSE,TRUE,4280_RV_PRELOAD_FINISH,RV 프리로드 성공,,
FALSE,TRUE,4290_RV_PRELOAD_ERROR,RV 프리로드 에러,"error_code , error_message","{""error_code"":""code"",""error_message"":""message""}"
FALSE,TRUE,4300_BANNER_AD_START,배너 광고 노출 시도,,
FALSE,TRUE,4310_BANNER_AD_FINISH,배너 광고 노출 성공,,
FALSE,TRUE,4320_BANNER_AD_ERROR,배너 광고 노출 실패,"error_code , error_message","{""error_code"":""code"",""error_message"":""message""}"
,,5xxx 씬 전환,,,
FALSE,TRUE,5000_SHOP,상점 화면 노출 시,보유 광고 스킵 티켓 수,"{""ad_skip_ticket"":""1000""}"
FALSE,TRUE,5001_SHOP_PURCHASE_TRY,상점에서 개별 상품 구매 시도 시,"구매 상품 종류, 금액","{""product_id"":""treasure_10"", ""price"":""$1.99""}"
FALSE,TRUE,5002_SHOP_PURCHASE_SUCCESS,상점에서 개별 상품 구매 성공 시,"구매 상품 종류, 금액","{""product_id"":""treasure_10"", ""price"":""$1.99""}"
FALSE,TRUE,5003_SHOP_PURCHASE_FAIL,상점에서 개별 상품 구매 실패 시,"구매 상품 종류, 금액, error_code , error_message","{""product_id"":""treasure_10"""",""price"":""$1.99"",""error_code"":""code"",""error_message"":""message""}"
FALSE,TRUE,5004_BTN_SHOP_CLOSE,상점에서 화면 나가기 버튼 터치 시,,
FALSE,TRUE,5100_DAILY_TASK,데일리 테스크 팝업 노출 시,"각 테스크의 key number, 타입, 달성도","{ ""tasks"": ""[{""task_key"":""70001"",""type"":""mission_type"",""progress"":""1""},{""task_key"":""70002"",""type"":""mission_type"",""progress"":""0""},{""task_key"":""70003"",""type"":""mission_type"",""progress"":""3""}]"" }
"
FALSE,TRUE,5101_DAILY_TASK_GO_TO,데일리 테스크 팝업의 Go! 버튼 터치 시,"key number, 타입, 랜딩 지점","{""task_key"":""70001"",""type"":""mission_type"",""landing"":""move_to""}"
FALSE,TRUE,5102_DAILY_TASK_REWARD_CLAIM_TRY,데일리 테스크 팝업에서 Claim 버튼 터치 시,"key number, 타입, 보상 종류, 보상 수량, 위치","{""task_key"":""70001"",""type"":""mission_type"",""reward_type"":""ad_skip_ticket"",""reward_amount"":""1"",""location"":""ingame""}"
FALSE,TRUE,5103_DAILY_TASK_REWARD_CLAIM_SUCCESS,데일리 테스크 보상 획득 성공 시,,
FALSE,TRUE,5104_DAILY_TASK_REWARD_CLAIM_FAIL,데일리 테스크 보상 획득 실패 시,"error_code , error_message","{""error_code"":""code"",""error_message"":""message""}"
FALSE,TRUE,5105_BTN_DAILY_TASK_CLOSE,데일리 테스크 닫기 버튼 터치 시,,
FALSE,TRUE,5200_LEADERBOARD,리더보드 화면 노출 시,,
FALSE,TRUE,5201_BTN_LEADERBOARD_FRIENDS_TAB,리더보드 화면 프렌즈 탭 터치 시,,
FALSE,TRUE,5202_BTN_LEADERBOARD_WORLD_TAB,리더보드 화면 월드 탭 터치 시,,
FALSE,TRUE,5203_BTN_LEADERBOARD_FRIENDS_WEEKLY_TAB,리더보드 화면 프렌즈 탭 > 위클리 터치 시,,
FALSE,TRUE,5204_BTN_LEADERBOARD_FRIENDS_ALLTIME_TAB,리더보드 화면 프렌즈 탭 > 올타임 터치 시,,
FALSE,TRUE,5205_BTN_LEADERBOARD_WORLD_WEEKLY_TAB,리더보드 화면 월드 탭 > 위클리 터치 시,,
FALSE,TRUE,5206_BTN_LEADERBOARD_WORLD_ALLTIME_TAB,리더보드 화면 월드 탭 > 올타임 터치 시,,
FALSE,TRUE,5207_BTN_LEADERBOARD_FRIENDS_INVITE,리더보드에서 친구 초대 버튼 터치 시,,
FALSE,TRUE,5208_BTN_LEADERBOARD_FRIENDS_BATTLE,친구 리더보드에서 배틀 버튼 터치 시,,
FALSE,TRUE,5300_LEAGUE,리그 화면 노출 시,,
FALSE,TRUE,5301_LEAGUE_INFORMATION,리그 인포메이션 버튼 터치 시,,
FALSE,TRUE,5302_LEAGUE_INFORMATION_PLAY,리그 인포메이션에서 PLAY 버튼 터치 시,,
FALSE,TRUE,5303_LEAGUE_INFORMATION_CLOSE,리그 인포메이션 닫기 버튼 터치 시,,
FALSE,TRUE,5304_LEAGUE_END,리그 종료 팝업 노출 시,,
FALSE,TRUE,5305_LEAGUE_END_PLAY,리그 종료 팝업에서 PLAY 버튼 터치 시,,
FALSE,TRUE,5306_LEAGUE_END_CLOSE,리그 종료 팝업에서 닫기 버튼 터치 시,,
FALSE,TRUE,5400_EVENT_SCORE_MILESTONE,스코어 마일스톤 이벤트 팝업 노출 시,"key number, 달성도","{""event_ongoing"":""90001"", ""event_progress"":""1""}"
FALSE,TRUE,5401_EVENT_SCORE_MILESTONE_PLAY,스코어 마일스톤 이벤트 팝업 에서 PLAY 버튼 터치 시,,
FALSE,TRUE,5402_EVENT_SCORE_MILESTONE_CLOSE,스코어 마일스톤 이벤트 팝업에서 닫기 버튼 터치 시,,
FALSE,TRUE,5410_EVENT_COLOR_MILESTONE,컬러 블록 마일스톤 이벤트 팝업 노출 시,"key number, goal_param, 달성도","{""event_ongoing"":""90001"",""goal_param:""none"",""event_progress"":""1""}"
FALSE,TRUE,5411_EVENT_COLOR_MILESTONE_PLAY,컬러 블록 마일스톤 이벤트 팝업 에서 PLAY 버튼 터치 시,,
FALSE,TRUE,5412_EVENT_COLOR_MILESTONE_CLOSE,컬러 블록 마일스톤 이벤트 팝업에서 닫기 버튼 터치 시,,
FALSE,TRUE,5413_EVENT_COLOR_MILESTONE_CLAIM_TRY,컬러 블록 마일스톤 이벤트 Claim 버튼 터치 시,"난이도 티어, 시드ID, 보상 종류, 보상 수량","{""difficulty_tier"":""00"",""seed"":""seedid"",""reward_type"":""ad_skip_ticket"",""reward_amount"":""1""}"
FALSE,TRUE,5414_EVENT_COLOR_MILESTONE_CLAIM_SUCCESS,컬러 블록 마일스톤 이벤트 Claim 버튼 터치 후 획득 성공 시,"난이도 티어, 시드ID, 보상 종류, 보상 수량","{""difficulty_tier"":""00"",""seed"":""seedid"",""reward_type"":""ad_skip_ticket"",""reward_amount"":""1""}"
FALSE,FALSE,5415_EVENT_COLOR_MILESTONE_CLAIM_FAIL,컬러 블록 마일스톤 이벤트 Claim 버튼 터치 후 획득 실패 시,"난이도 티어, 시드ID, error_code, error_message","{""difficulty_tier"":""00"",""seed"":""seedid"", ""error_code"":""code"", ""error_message"":""message""}"
FALSE,TRUE,5422_EVENT_COMBO_LEADERBOARD_CLOSE,콤보 경쟁 이벤트 팝업에서 닫기 버튼 터치 시,,
FALSE,TRUE,5500_RESULT_HOME_BUTTON,결과 화면에서 홈버튼 터치 시,,
FALSE,TRUE,5501_RESULT_CONTINUE_BUTTON,결과 화면에서 Continue 터치 시,,
FALSE,TRUE,5502_LEAGUE_ANNOUNCE,리그 안내 화면 노출 시,안내 화면 타입,"{""league_status"":""welcome""}"
FALSE,FALSE,5600_TOURNAMENTS,토너먼트 화면 노출 시,,
FALSE,FALSE,5601_BTN_TOURNAMENTS_JOIN_TOURNAMENT,토너먼트 화면 토너먼트 참여하기 버튼 클릭 시,탭 위치,"{""position"":""lobby""}"
FALSE,FALSE,5602_BTN_TOURNAMENT_CREATE_TOURNAMENT,토너먼트 화면 토너먼트 생성 버튼 클릭 시,탭 위치,"{""position"":""lobby""}"
FALSE,FALSE,5602_BTN_TOURNAMENT_CLOSE,토너먼트 화면 닫기 버튼 클릭 시,,
FALSE,FALSE,5700_LOBBY,로비 이동시,,
FALSE,TRUE,5900_CONTINUE,이어하기 화면 노출 시 (2200_GAMEPLAY_CONTINUE와 동일 시점),,
FALSE,TRUE,5910_BTN_CONTINUE_AD_SKIP_TICKET_UI,이어하기 화면에서 상단 광고 스킵 티켓 버튼 터치 시,,
FALSE,TRUE,5920_BTN_CONTINUE_PLAY,이어하기 화면에서 PLAY 버튼 터치 시,,
FALSE,TRUE,5940_BTN_CONTINUE_NO_THANKS,이어하기 화면에서 딤드 배경 아무곳이나 터치하여 화면 넘길 시,,
FALSE,TRUE,5950_BTN_CONTINUE_USING_RV,이어하기 화면에서 광고보고 PLAY 버튼 터치 시,,
