id,is_a2u_enabled,is_bot_enabled,a2u_alt_title,a2u_alt_body,a2u_alt_image_id,a2u_alt_payload,element_ids,parent_message_id,countries,languages
solitaire-tripeaks:idle-gold:en:t10,TRUE,TRUE,,Gold unlocked. Come see how much.,,,,,,"[""en""]"
solitaire-tripeaks:idle-gold:en:t11,TRUE,TRUE,,Come back for your golden reward.,,,,,,"[""en""]"
solitaire-tripeaks:idle-gold:en:t12,TRUE,TRUE,,Your gold won't wait. Hop in.,,,,,,"[""en""]"
solitaire-tripeaks:idle-gold:en:t13,TRUE,TRUE,,Something golden is waiting. Come play.,,,,,,"[""en""]"
solitaire-tripeaks:idle-gold:en:t14,TRUE,TRUE,,Grab your gold before it stops.,,,,,,"[""en""]"
solitaire-tripeaks:idle-gold:en:t15,TRUE,TRUE,,Gold ready. Come back now.,,,,,,"[""en""]"
solitaire-tripeaks:idle-gold:en:t16,TRUE,TRUE,,Your gold stash is bursting. Come play.,,,,,,"[""en""]"
solitaire-tripeaks:idle-gold:en:t17,TRUE,TRUE,,Hop in. Your gold needs collecting.,,,,,,"[""en""]"
solitaire-tripeaks:idle-gold:en:t18,TRUE,TRUE,,Come back. Your gold is waiting.,,,,,,"[""en""]"
solitaire-tripeaks:idle-gold:en:t19,TRUE,TRUE,,Gold time. Jump back in.,,,,,,"[""en""]"
solitaire-tripeaks:idle-gold:en:t20,TRUE,TRUE,,Your golden reward is here. Come play.,,,,,,"[""en""]"
solitaire-tripeaks:friend-joined:en:t1,TRUE,TRUE,,Your friend just joined.,,,,,,"[""en""]"
solitaire-tripeaks:friend-joined:en:t2,TRUE,TRUE,,Time to play together.,,,,,,"[""en""]"
solitaire-tripeaks:friend-joined:en:t3,TRUE,TRUE,,Challenge your friend now.,,,,,,"[""en""]"
solitaire-tripeaks:friend-joined:en:t4,TRUE,TRUE,,Your buddy is at the table.,,,,,,"[""en""]"
solitaire-tripeaks:friend-joined:en:t5,TRUE,TRUE,,Double the fun awaits.,,,,,,"[""en""]"
solitaire-tripeaks:friend-joined:en:t6,TRUE,TRUE,,Friend mode unlocked.,,,,,,"[""en""]"
solitaire-tripeaks:friend-joined:en:t7,TRUE,TRUE,,Let's play as a team.,,,,,,"[""en""]"
solitaire-tripeaks:friend-joined:en:t8,TRUE,TRUE,,Your friend wants to play.,,,,,,"[""en""]"
solitaire-tripeaks:friend-joined:en:t9,TRUE,TRUE,,Friendship level activated.,,,,,,"[""en""]"
solitaire-tripeaks:friend-joined:en:t10,TRUE,TRUE,,"Two players, double fun.",,,,,,"[""en""]"
solitaire-tripeaks:friend-joined:en:t11,TRUE,TRUE,,Challenge accepted by friend.,,,,,,"[""en""]"
solitaire-tripeaks:friend-joined:en:t12,TRUE,TRUE,,Your gaming buddy arrived.,,,,,,"[""en""]"
solitaire-tripeaks:friend-joined:en:t13,TRUE,TRUE,,Friend vs friend mode on.,,,,,,"[""en""]"
solitaire-tripeaks:friend-joined:en:t14,TRUE,TRUE,,Play together right now.,,,,,,"[""en""]"
solitaire-tripeaks:friend-joined:en:t15,TRUE,TRUE,,Your friend is ready.,,,,,,"[""en""]"
solitaire-tripeaks:friend-joined:en:t16,TRUE,TRUE,,Duo challenge begins.,,,,,,"[""en""]"
solitaire-tripeaks:friend-joined:en:t17,TRUE,TRUE,,Friends play best together.,,,,,,"[""en""]"
solitaire-tripeaks:friend-joined:en:t18,TRUE,TRUE,,Your partner joined the table.,,,,,,"[""en""]"
solitaire-tripeaks:friend-joined:en:t19,TRUE,TRUE,,Team up and dominate.,,,,,,"[""en""]"
solitaire-tripeaks:friend-joined:en:t20,TRUE,TRUE,,Friend challenge unlocked.,,,,,,"[""en""]"
solitaire-tripeaks:daily:ar:t1,TRUE,TRUE,,عُد والعب اليوم.,,,,,,"[""ar""]"
solitaire-tripeaks:daily:ar:t2,TRUE,TRUE,,بطاقاتك بانتظارك.,,,,,,"[""ar""]"
solitaire-tripeaks:daily:ar:t3,TRUE,TRUE,,جاهز لخريطة اليوم؟,,,,,,"[""ar""]"
solitaire-tripeaks:daily:ar:t4,TRUE,TRUE,,تحقق من إنجازاتك اليومية.,,,,,,"[""ar""]"
solitaire-tripeaks:daily:ar:t5,TRUE,TRUE,,افتقدناك بالأمس.,,,,,,"[""ar""]"
solitaire-tripeaks:daily:ar:t6,TRUE,TRUE,,وقت المرح مع البطاقات.,,,,,,"[""ar""]"
solitaire-tripeaks:daily:ar:t7,TRUE,TRUE,,مكافآتك اليومية بانتظارك.,,,,,,"[""ar""]"
solitaire-tripeaks:daily:ar:t8,TRUE,TRUE,,لنمسح بعض البطاقات.,,,,,,"[""ar""]"
solitaire-tripeaks:daily:ar:t9,TRUE,TRUE,,خريطة اليوم جاهزة.,,,,,,"[""ar""]"
solitaire-tripeaks:daily:ar:t10,TRUE,TRUE,,لا تفوت مكافأة اليوم.,,,,,,"[""ar""]"
solitaire-tripeaks:daily:ar:t11,TRUE,TRUE,,دورك لتتألق.,,,,,,"[""ar""]"
solitaire-tripeaks:daily:ar:t12,TRUE,TRUE,,خريطة جديدة، متعة جديدة.,,,,,,"[""ar""]"
solitaire-tripeaks:daily:ar:t13,TRUE,TRUE,,التحدي اليومي مفتوح.,,,,,,"[""ar""]"
solitaire-tripeaks:daily:ar:t14,TRUE,TRUE,,تعال العب معنا.,,,,,,"[""ar""]"
solitaire-tripeaks:daily:ar:t15,TRUE,TRUE,,مستواك اليوم بانتظارك.,,,,,,"[""ar""]"
solitaire-tripeaks:daily:ar:t16,TRUE,TRUE,,حفلة البطاقات تبدأ الآن.,,,,,,"[""ar""]"
solitaire-tripeaks:daily:ar:t17,TRUE,TRUE,,جرعتك اليومية من المرح.,,,,,,"[""ar""]"
solitaire-tripeaks:daily:ar:t18,TRUE,TRUE,,مستعد للترقية؟,,,,,,"[""ar""]"
solitaire-tripeaks:daily:ar:t19,TRUE,TRUE,,يوم جديد، بطاقات جديدة.,,,,,,"[""ar""]"
solitaire-tripeaks:daily:ar:t20,TRUE,TRUE,,لنصنع يوماً رائعاً.,,,,,,"[""ar""]"
solitaire-tripeaks:new-map:ar:t1,TRUE,TRUE,,خريطة جديدة بانتظارك.,,,,,,"[""ar""]"
solitaire-tripeaks:new-map:ar:t2,TRUE,TRUE,,تم توزيع بطاقات جديدة.,,,,,,"[""ar""]"
solitaire-tripeaks:new-map:ar:t3,TRUE,TRUE,,خريطة جديدة مفتوحة - العب الآن.,,,,,,"[""ar""]"
solitaire-tripeaks:new-map:ar:t4,TRUE,TRUE,,اكتشف الخريطة الجديدة اليوم.,,,,,,"[""ar""]"
solitaire-tripeaks:new-map:ar:t5,TRUE,TRUE,,مغامرة جديدة بانتظارك.,,,,,,"[""ar""]"
solitaire-tripeaks:new-map:ar:t6,TRUE,TRUE,,تنبيه خريطة جديدة.,,,,,,"[""ar""]"
solitaire-tripeaks:new-map:ar:t7,TRUE,TRUE,,خريطتك التالية جاهزة.,,,,,,"[""ar""]"
solitaire-tripeaks:new-map:ar:t8,TRUE,TRUE,,شيء جديد للاكتشاف.,,,,,,"[""ar""]"
solitaire-tripeaks:new-map:ar:t9,TRUE,TRUE,,مستوى جديد أُضيف للتو.,,,,,,"[""ar""]"
solitaire-tripeaks:new-map:ar:t10,TRUE,TRUE,,مستعد لتحدٍّ جديد؟,,,,,,"[""ar""]"
solitaire-tripeaks:new-map:ar:t11,TRUE,TRUE,,خريطة جديدة رائعة هنا.,,,,,,"[""ar""]"
solitaire-tripeaks:new-map:ar:t12,TRUE,TRUE,,بطاقات جديدة، مغامرة جديدة.,,,,,,"[""ar""]"
solitaire-tripeaks:new-map:ar:t13,TRUE,TRUE,,خريطة جديدة مفتوحة للتو.,,,,,,"[""ar""]"
solitaire-tripeaks:new-map:ar:t14,TRUE,TRUE,,رحلتك التالية تبدأ.,,,,,,"[""ar""]"
solitaire-tripeaks:new-map:ar:t15,TRUE,TRUE,,خريطة جديدة متاحة الآن.,,,,,,"[""ar""]"
solitaire-tripeaks:new-map:ar:t16,TRUE,TRUE,,خريطة جديدة بانتظارك.,,,,,,"[""ar""]"
solitaire-tripeaks:new-map:ar:t17,TRUE,TRUE,,ارتقِ مع هذه الخريطة الجديدة.,,,,,,"[""ar""]"
solitaire-tripeaks:new-map:ar:t18,TRUE,TRUE,,وجهة جديدة مفتوحة.,,,,,,"[""ar""]"
solitaire-tripeaks:new-map:ar:t19,TRUE,TRUE,,خريطة جديدة، إمكانيات جديدة.,,,,,,"[""ar""]"
solitaire-tripeaks:new-map:ar:t20,TRUE,TRUE,,ابدأ خريطتك الجديدة الآن.,,,,,,"[""ar""]"
solitaire-tripeaks:idle-gold:ar:t1,TRUE,TRUE,,ذهبك جاهز. تعال واجمعه.,,,,,,"[""ar""]"
solitaire-tripeaks:idle-gold:ar:t2,TRUE,TRUE,,ذهب الخمول ينتظرك - ارجع للعبة.,,,,,,"[""ar""]"
solitaire-tripeaks:idle-gold:ar:t3,TRUE,TRUE,,مخزون ذهبك ممتلئ. خذه.,,,,,,"[""ar""]"
solitaire-tripeaks:idle-gold:ar:t4,TRUE,TRUE,,حان وقت اللعب. ذهبك جاهز.,,,,,,"[""ar""]"
solitaire-tripeaks:idle-gold:ar:t5,TRUE,TRUE,,عد للعبة. الذهب يتراكم.,,,,,,"[""ar""]"
solitaire-tripeaks:idle-gold:ar:t6,TRUE,TRUE,,ذهبك يفيض. احصل عليه الآن.,,,,,,"[""ar""]"
solitaire-tripeaks:idle-gold:ar:t7,TRUE,TRUE,,تنبيه ذهب. تعال واجمع مخزونك.,,,,,,"[""ar""]"
solitaire-tripeaks:idle-gold:ar:t8,TRUE,TRUE,,ارجع واجمع ذهبك.,,,,,,"[""ar""]"
solitaire-tripeaks:idle-gold:ar:t9,TRUE,TRUE,,مكافأتك جاهزة. عد والعب.,,,,,,"[""ar""]"
solitaire-tripeaks:idle-gold:ar:t10,TRUE,TRUE,,الذهب مفتوح. تعال وشاهد كميته.,,,,,,"[""ar""]"
solitaire-tripeaks:idle-gold:ar:t11,TRUE,TRUE,,عد للحصول على مكافأتك الذهبية.,,,,,,"[""ar""]"
solitaire-tripeaks:idle-gold:ar:t12,TRUE,TRUE,,ذهبك لن ينتظر. ادخل بسرعة.,,,,,,"[""ar""]"
solitaire-tripeaks:idle-gold:ar:t13,TRUE,TRUE,,شيء ذهبي ينتظرك. تعال والعب.,,,,,,"[""ar""]"
solitaire-tripeaks:idle-gold:ar:t14,TRUE,TRUE,,اجمع ذهبك قبل أن يتوقف.,,,,,,"[""ar""]"
solitaire-tripeaks:idle-gold:ar:t15,TRUE,TRUE,,الذهب جاهز. عد الآن.,,,,,,"[""ar""]"
solitaire-tripeaks:idle-gold:ar:t16,TRUE,TRUE,,مخزون ذهبك يفيض. تعال والعب.,,,,,,"[""ar""]"
solitaire-tripeaks:idle-gold:ar:t17,TRUE,TRUE,,ادخل. ذهبك يحتاج للجمع.,,,,,,"[""ar""]"
solitaire-tripeaks:idle-gold:ar:t18,TRUE,TRUE,,عد للعبة. ذهبك ينتظرك.,,,,,,"[""ar""]"
solitaire-tripeaks:idle-gold:ar:t19,TRUE,TRUE,,وقت الذهب. اقفز للعبة.,,,,,,"[""ar""]"
solitaire-tripeaks:idle-gold:ar:t20,TRUE,TRUE,,مكافأتك الذهبية هنا. تعال والعب.,,,,,,"[""ar""]"
solitaire-tripeaks:friend-joined:ar:t1,TRUE,TRUE,,صديقك انضم الآن.,,,,,,"[""ar""]"
solitaire-tripeaks:friend-joined:ar:t2,TRUE,TRUE,,حان وقت اللعب معاً.,,,,,,"[""ar""]"
solitaire-tripeaks:friend-joined:ar:t3,TRUE,TRUE,,تحدَّ صديقك الآن.,,,,,,"[""ar""]"
solitaire-tripeaks:friend-joined:ar:t4,TRUE,TRUE,,صديقك على الطاولة.,,,,,,"[""ar""]"
solitaire-tripeaks:friend-joined:ar:t5,TRUE,TRUE,,المتعة المضاعفة بانتظارك.,,,,,,"[""ar""]"
solitaire-tripeaks:friend-joined:ar:t6,TRUE,TRUE,,وضع الصديق تم فتحه.,,,,,,"[""ar""]"
solitaire-tripeaks:friend-joined:ar:t7,TRUE,TRUE,,لنلعب كفريق.,,,,,,"[""ar""]"
solitaire-tripeaks:friend-joined:ar:t8,TRUE,TRUE,,صديقك يريد اللعب.,,,,,,"[""ar""]"
solitaire-tripeaks:friend-joined:ar:t9,TRUE,TRUE,,تم تفعيل مستوى الصداقة.,,,,,,"[""ar""]"
solitaire-tripeaks:friend-joined:ar:t10,TRUE,TRUE,,لاعبان، متعة مضاعفة.,,,,,,"[""ar""]"
solitaire-tripeaks:friend-joined:ar:t11,TRUE,TRUE,,صديقك قبل التحدي.,,,,,,"[""ar""]"
solitaire-tripeaks:friend-joined:ar:t12,TRUE,TRUE,,رفيق اللعب وصل.,,,,,,"[""ar""]"
solitaire-tripeaks:friend-joined:ar:t13,TRUE,TRUE,,وضع صديق ضد صديق مفعل.,,,,,,"[""ar""]"
solitaire-tripeaks:friend-joined:ar:t14,TRUE,TRUE,,العبوا معًا الآن.,,,,,,"[""ar""]"
solitaire-tripeaks:friend-joined:ar:t15,TRUE,TRUE,,صديقك جاهز.,,,,,,"[""ar""]"
solitaire-tripeaks:friend-joined:ar:t16,TRUE,TRUE,,التحدي الثنائي يبدأ.,,,,,,"[""ar""]"
solitaire-tripeaks:friend-joined:ar:t17,TRUE,TRUE,,الأصدقاء يلعبون أفضل معًا.,,,,,,"[""ar""]"
solitaire-tripeaks:friend-joined:ar:t18,TRUE,TRUE,,شريكك انضم للطاولة.,,,,,,"[""ar""]"
solitaire-tripeaks:friend-joined:ar:t19,TRUE,TRUE,,شكّل فريقًا وسيطر.,,,,,,"[""ar""]"
solitaire-tripeaks:friend-joined:ar:t20,TRUE,TRUE,,تم فتح تحدي الأصدقاء.,,,,,,"[""ar""]"
solitaire-tripeaks:daily:es:t1,TRUE,TRUE,,¡Vuelve a jugar hoy.,,,,,,"[""es""]"
solitaire-tripeaks:daily:es:t2,TRUE,TRUE,,¡Tus cartas te esperan.,,,,,,"[""es""]"
solitaire-tripeaks:daily:es:t3,TRUE,TRUE,,¿Listo para el mapa de hoy.,,,,,,"[""es""]"
solitaire-tripeaks:daily:es:t4,TRUE,TRUE,,¡Revisa tu racha diaria.,,,,,,"[""es""]"
solitaire-tripeaks:daily:es:t5,TRUE,TRUE,,¡Te extrañamos ayer.,,,,,,"[""es""]"
solitaire-tripeaks:daily:es:t6,TRUE,TRUE,,¡Hora de diversión con cartas.,,,,,,"[""es""]"
solitaire-tripeaks:daily:es:t7,TRUE,TRUE,,¡Tus recompensas te esperan.,,,,,,"[""es""]"
solitaire-tripeaks:daily:es:t8,TRUE,TRUE,,¡A limpiar las cartas.,,,,,,"[""es""]"
solitaire-tripeaks:daily:es:t9,TRUE,TRUE,,¡El mapa de hoy está listo.,,,,,,"[""es""]"
solitaire-tripeaks:daily:es:t10,TRUE,TRUE,,¡No te pierdas el bono.,,,,,,"[""es""]"
solitaire-tripeaks:daily:es:t11,TRUE,TRUE,,¡Es tu momento de brillar.,,,,,,"[""es""]"
solitaire-tripeaks:daily:es:t12,TRUE,TRUE,,"¡Nuevo mapa, nueva diversión.",,,,,,"[""es""]"
solitaire-tripeaks:daily:es:t13,TRUE,TRUE,,¡Desafío diario desbloqueado.,,,,,,"[""es""]"
solitaire-tripeaks:daily:es:t14,TRUE,TRUE,,¡Ven a jugar con nosotros.,,,,,,"[""es""]"
solitaire-tripeaks:daily:es:t15,TRUE,TRUE,,¡Tu nivel de hoy te espera.,,,,,,"[""es""]"
solitaire-tripeaks:daily:es:t16,TRUE,TRUE,,¡Fiesta de cartas ya.,,,,,,"[""es""]"
solitaire-tripeaks:daily:es:t17,TRUE,TRUE,,¡Tu dosis diaria de diversión.,,,,,,"[""es""]"
solitaire-tripeaks:daily:es:t18,TRUE,TRUE,,¿Listo para subir de nivel.,,,,,,"[""es""]"
solitaire-tripeaks:daily:es:t19,TRUE,TRUE,,"¡Nuevo día, nuevas cartas.",,,,,,"[""es""]"
solitaire-tripeaks:daily:es:t20,TRUE,TRUE,,¡Hagamos de hoy algo épico.,,,,,,"[""es""]"
solitaire-tripeaks:new-map:es:t1,TRUE,TRUE,,¡Un nuevo mapa te espera.,,,,,,"[""es""]"
solitaire-tripeaks:new-map:es:t2,TRUE,TRUE,,¡Nuevas cartas repartidas.,,,,,,"[""es""]"
solitaire-tripeaks:new-map:es:t3,TRUE,TRUE,,¡Nuevo mapa desbloqueado - juega ya.,,,,,,"[""es""]"
solitaire-tripeaks:new-map:es:t4,TRUE,TRUE,,¡Explora el nuevo mapa hoy.,,,,,,"[""es""]"
solitaire-tripeaks:new-map:es:t5,TRUE,TRUE,,¡Una nueva aventura te espera.,,,,,,"[""es""]"
solitaire-tripeaks:new-map:es:t6,TRUE,TRUE,,¡Alerta de nuevo mapa.,,,,,,"[""es""]"
solitaire-tripeaks:new-map:es:t7,TRUE,TRUE,,¡Tu próximo mapa está listo.,,,,,,"[""es""]"
solitaire-tripeaks:new-map:es:t8,TRUE,TRUE,,¡Algo nuevo por descubrir.,,,,,,"[""es""]"
solitaire-tripeaks:new-map:es:t9,TRUE,TRUE,,¡Nuevo nivel acaba de llegar.,,,,,,"[""es""]"
solitaire-tripeaks:new-map:es:t10,TRUE,TRUE,,¿Listo para un nuevo desafío.,,,,,,"[""es""]"
solitaire-tripeaks:new-map:es:t11,TRUE,TRUE,,¡Hay un nuevo mapa aquí.,,,,,,"[""es""]"
solitaire-tripeaks:new-map:es:t12,TRUE,TRUE,,"¡Cartas nuevas, nueva aventura.",,,,,,"[""es""]"
solitaire-tripeaks:new-map:es:t13,TRUE,TRUE,,¡Nuevo mapa recién desbloqueado.,,,,,,"[""es""]"
solitaire-tripeaks:new-map:es:t14,TRUE,TRUE,,¡Tu próximo viaje comienza.,,,,,,"[""es""]"
solitaire-tripeaks:new-map:es:t15,TRUE,TRUE,,¡Nuevo mapa disponible ahora.,,,,,,"[""es""]"
solitaire-tripeaks:new-map:es:t16,TRUE,TRUE,,¡Un nuevo mapa te aguarda.,,,,,,"[""es""]"
solitaire-tripeaks:new-map:es:t17,TRUE,TRUE,,¡Sube de nivel con este nuevo mapa.,,,,,,"[""es""]"
solitaire-tripeaks:new-map:es:t18,TRUE,TRUE,,¡Nuevo destino desbloqueado.,,,,,,"[""es""]"
solitaire-tripeaks:new-map:es:t19,TRUE,TRUE,,"¡Nuevo mapa, nuevas posibilidades.",,,,,,"[""es""]"
solitaire-tripeaks:new-map:es:t20,TRUE,TRUE,,¡Empieza tu nuevo mapa ya.,,,,,,"[""es""]"
solitaire-tripeaks:idle-gold:es:t1,TRUE,TRUE,,¡Tu oro está listo. ¡Ven a recogerlo.,,,,,,"[""es""]"
solitaire-tripeaks:idle-gold:es:t2,TRUE,TRUE,,¡Oro inactivo esperando - vuelve al juego.,,,,,,"[""es""]"
solitaire-tripeaks:idle-gold:es:t3,TRUE,TRUE,,¡Tu alijo de oro está lleno. ¡Cógelo.,,,,,,"[""es""]"
solitaire-tripeaks:idle-gold:es:t4,TRUE,TRUE,,¡Hora de jugar. ¡Tu oro está listo.,,,,,,"[""es""]"
solitaire-tripeaks:idle-gold:es:t5,TRUE,TRUE,,¡Regresa. ¡El oro se acumula.,,,,,,"[""es""]"
solitaire-tripeaks:idle-gold:es:t6,TRUE,TRUE,,¡Tu oro se desborda. ¡Recógelo ahora.,,,,,,"[""es""]"
solitaire-tripeaks:idle-gold:es:t7,TRUE,TRUE,,¡Alerta de oro. ¡Ven a recoger tu alijo.,,,,,,"[""es""]"
solitaire-tripeaks:idle-gold:es:t8,TRUE,TRUE,,¡Vuelve y recoge tu oro.,,,,,,"[""es""]"
solitaire-tripeaks:idle-gold:es:t9,TRUE,TRUE,,¡Tu recompensa está lista. ¡Regresa y juega.,,,,,,"[""es""]"
solitaire-tripeaks:idle-gold:es:t10,TRUE,TRUE,,¡Oro desbloqueado. ¡Ven a ver cuánto tienes.,,,,,,"[""es""]"
solitaire-tripeaks:idle-gold:es:t11,TRUE,TRUE,,¡Regresa por tu recompensa dorada.,,,,,,"[""es""]"
solitaire-tripeaks:idle-gold:es:t12,TRUE,TRUE,,¡Tu oro no esperará. ¡Entra rápido.,,,,,,"[""es""]"
solitaire-tripeaks:idle-gold:es:t13,TRUE,TRUE,,¡Algo dorado te espera. ¡Ven a jugar.,,,,,,"[""es""]"
solitaire-tripeaks:idle-gold:es:t14,TRUE,TRUE,,¡Recoge tu oro antes de que pare.,,,,,,"[""es""]"
solitaire-tripeaks:idle-gold:es:t15,TRUE,TRUE,,¡Oro listo. ¡Regresa ahora.,,,,,,"[""es""]"
solitaire-tripeaks:idle-gold:es:t16,TRUE,TRUE,,¡Tu alijo de oro rebosa. ¡Ven a jugar.,,,,,,"[""es""]"
solitaire-tripeaks:idle-gold:es:t17,TRUE,TRUE,,¡Entra. ¡Tu oro necesita ser recogido.,,,,,,"[""es""]"
solitaire-tripeaks:idle-gold:es:t18,TRUE,TRUE,,¡Regresa. ¡Tu oro está esperando.,,,,,,"[""es""]"
solitaire-tripeaks:idle-gold:es:t19,TRUE,TRUE,,¡Hora del oro. ¡Salta al juego.,,,,,,"[""es""]"
solitaire-tripeaks:idle-gold:es:t20,TRUE,TRUE,,¡Tu recompensa dorada está aquí. ¡Ven a jugar.,,,,,,"[""es""]"
solitaire-tripeaks:friend-joined:es:t1,TRUE,TRUE,,¡Tu amigo se acaba de unir.,,,,,,"[""es""]"
solitaire-tripeaks:friend-joined:es:t2,TRUE,TRUE,,¡Hora de jugar juntos.,,,,,,"[""es""]"
solitaire-tripeaks:friend-joined:es:t3,TRUE,TRUE,,¡Desafía a tu amigo ya.,,,,,,"[""es""]"
solitaire-tripeaks:friend-joined:es:t4,TRUE,TRUE,,¡Tu compañero está en la mesa.,,,,,,"[""es""]"
solitaire-tripeaks:friend-joined:es:t5,TRUE,TRUE,,¡Diversión doble te espera.,,,,,,"[""es""]"
solitaire-tripeaks:friend-joined:es:t6,TRUE,TRUE,,¡Modo amigo desbloqueado.,,,,,,"[""es""]"
solitaire-tripeaks:friend-joined:es:t7,TRUE,TRUE,,¡Juguemos en equipo.,,,,,,"[""es""]"
solitaire-tripeaks:friend-joined:es:t8,TRUE,TRUE,,¡Tu amigo quiere jugar.,,,,,,"[""es""]"
