stage_id,tutorial,publish_at,clearCount,deckCount,mapScore,clear_rate_a,clear_rate_b,clear_rate_c,original_json_file_name
CC_0091,,,9,14,600,97,50,24,VeryEasy_obj_4684433399311870598_4684433399311870598.json
CC_0092,,,7,21,540,44,66,100,VeryEasy_obj_5427339981448508288_5427339981448508288.json
CC_0093,,,14,18,500,0,17,3,VeryEasy_obj_6411777038968427373_6411777038968427373.json
CC_0094,,,7,11,580,80,98,92,VeryEasy_obj_7254455368999676493_7254455368999676493.json
CC_0095,,,6,10,600,79,42,34,VeryEasy_obj_7501960667401206892_7501960667401206892.json
CC_0096,,,6,10,580,78,26,20,VeryEasy_obj_7529100959373808406_7529100959373808406.json
CC_0097,,,7,8,480,67,17,12,VeryEasy_obj_7598267606578259593_7598267606578259593.json
CC_0098,,,10,12,515,0,38,41,VeryEasy_obj_7977985121917331868_7977985121917331868.json
CC_0099,,,8,11,600,78,45,40,VeryEasy_obj_8246439891182557695_8246439891182557695.json
CC_0100,,,5,10,540,86,90,78,VeryEasy_obj_8635759296922758075_8635759296922758075.json
CC_0101,,,4,7,560,63,64,76,Easy_obj_-97513461255101543_-97513461255101543.json
CC_0102,,,10,16,700,91,33,13,Easy_obj_-925685726601560255_-925685726601560255.json
CC_0103,,,12,18,620,99,34,18,Easy_obj_-1212175505283961025_-1212175505283961025.json
CC_0104,,,8,15,560,90,64,46,Easy_obj_-1634873584433455408_-1634873584433455408.json
CC_0105,,,4,6,735,54,3,1,Easy_obj_-2276062446783637185_-2276062446783637185.json
CC_0106,,,6,10,805,73,8,1,Easy_obj_-3137277014424131910_-3137277014424131910.json
CC_0107,,,2,5,705,47,2,0,Easy_obj_-3890466614938630821_-3890466614938630821.json
CC_0108,,,8,16,685,87,19,3,Easy_obj_-4112116539429186425_-4112116539429186425.json
CC_0109,,,12,16,730,3,31,18,Easy_obj_-4766558895716017151_-4766558895716017151.json
CC_0110,,,8,15,575,97,84,62,Easy_obj_-5915977300388004135_-5915977300388004135.json
CC_0111,,,8,10,700,58,14,13,Easy_obj_-6047974373355539936_-6047974373355539936.json
CC_0112,,,8,10,730,82,3,6,Easy_obj_-6133130480716169012_-6133130480716169012.json
CC_0113,,,6,9,665,75,45,43,Easy_obj_-6346614513330471020_-6346614513330471020.json
CC_0114,,,4,11,780,82,46,22,Easy_obj_-7388141165237645368_-7388141165237645368.json
CC_0115,,,5,10,655,83,58,42,Easy_obj_-7654885499349072602_-7654885499349072602.json
CC_0116,,,9,14,780,94,18,7,Easy_obj_-7685571440398158826_-7685571440398158826.json
CC_0117,,,6,8,725,75,0,1,Easy_obj_-7975310549938828692_-7975310549938828692.json
CC_0118,,,8,13,675,87,12,7,Easy_obj_-8411191746816047220_-8411191746816047220.json
CC_0119,,,14,22,685,99,82,100,Easy_obj_-9198569455254594242_-9198569455254594242.json
CC_0120,,,6,11,700,92,37,30,Easy_obj_52113043959410109_52113043959410109.json
CC_0121,,,8,16,630,12,77,65,Easy_obj_421220124618729722_421220124618729722.json
CC_0122,,,8,12,755,82,27,21,Easy_obj_512099538242078315_512099538242078315.json
CC_0123,,,8,9,745,100,3,3,Easy_obj_820441138915755316_820441138915755316.json
CC_0124,,,6,10,650,0,11,7,Easy_obj_1699680587543510689_1699680587543510689.json
CC_0125,,,9,11,690,82,4,8,Easy_obj_1755326975129658047_1755326975129658047.json
CC_0126,,,6,13,675,89,57,21,Easy_obj_6749867213937657716_6749867213937657716.json
CC_0127,,,6,7,600,63,4,0,Easy_obj_7035141679503274147_7035141679503274147.json
CC_0128,,,9,14,655,95,27,12,Easy_obj_7253623987517722760_7253623987517722760.json
CC_0129,,,5,10,645,77,55,37,Easy_obj_7449358948076161530_7449358948076161530.json
CC_0130,,,6,10,760,0,15,10,Easy_obj_8056353492817243643_8056353492817243643.json
CC_0131,,,6,9,725,81,4,1,Easy_obj_8476053931211458720_8476053931211458720.json
CC_0132,,,10,20,640,99,99,98,Easy_obj_8923723070358247254_8923723070358247254.json
CC_0133,,,8,11,900,92,2,0,Hard_obj_-440283477310521795_-440283477310521795.json
CC_0134,,,4,6,500,59,14,8,Hard_obj_-1237604880740496036_-1237604880740496036.json
CC_0135,,,9,14,860,93,16,3,Hard_obj_-1971797449831386605_-1971797449831386605.json
CC_0136,,,12,18,855,98,84,90,Hard_obj_-7345353388280909966_-7345353388280909966.json
CC_0137,,,3,6,900,50,1,1,Hard_obj_3899271523029084104_3899271523029084104.json
CC_0138,,,14,18,920,9,3,16,Hard_obj_4318439546011939075_4318439546011939075.json
CC_0139,,,7,14,945,79,7,17,Hard_obj_4711607199540660698_4711607199540660698.json
CC_0140,,,11,17,865,99,4,23,Hard_obj_6849466000772299756_6849466000772299756.json
CC_0141,,,9,14,835,92,8,0,Hard_obj_6983130921893479486_6983130921893479486.json
CC_0142,,,10,12,825,86,4,2,Hard_obj_7857780543092163099_7857780543092163099.json
CC_0143,,,6,10,580,84,22,26,Normal_obj_-45362167705950980_-45362167705950980.json
CC_0144,,,6,17,730,98,33,83,Normal_obj_-898773055137935167_-898773055137935167.json
CC_0145,,,6,10,870,83,2,1,Normal_obj_-1473635774545011832_-1473635774545011832.json
CC_0146,,,10,12,790,88,55,52,Normal_obj_-1479464610561885932_-1479464610561885932.json
CC_0147,,,8,12,840,90,7,5,Normal_obj_-1656778296819317915_-1656778296819317915.json
CC_0148,,,6,10,845,78,17,16,Normal_obj_-1823325553753902879_-1823325553753902879.json
CC_0149,,,11,13,765,2,32,27,Normal_obj_-2471577862588440368_-2471577862588440368.json
CC_0150,,,15,18,790,96,12,16,Normal_obj_-2574313661731995503_-2574313661731995503.json
CC_0151,,,5,8,760,78,0,0,Normal_obj_-2709838762995950497_-2709838762995950497.json
CC_0152,,,7,11,800,87,5,4,Normal_obj_-3815443695832809385_-3815443695832809385.json
CC_0153,,,8,10,800,83,12,10,Normal_obj_-4896860215059842360_-4896860215059842360.json
CC_0154,,,7,11,800,83,5,1,Normal_obj_-5113106948987605554_-5113106948987605554.json
CC_0155,,,6,10,855,0,8,4,Normal_obj_-6714458665169892308_-6714458665169892308.json
CC_0156,,,5,10,810,83,22,18,Normal_obj_-9075794490093729707_-9075794490093729707.json
CC_0157,,,9,12,850,91,2,6,Normal_obj_-9092176887450579349_-9092176887450579349.json
CC_0158,,,6,10,850,1,22,11,Normal_obj_290478911730800373_290478911730800373.json
CC_0159,,,7,9,765,78,3,2,Normal_obj_720644903587650733_720644903587650733.json
CC_0160,,,6,11,800,80,14,8,Normal_obj_1703545378780185544_1703545378780185544.json
CC_0161,,,5,10,850,80,7,2,Normal_obj_1741435562803762366_1741435562803762366.json
CC_0162,,,4,5,790,49,1,0,Normal_obj_2381993396820737367_2381993396820737367.json
CC_0163,,,11,17,770,99,7,4,Normal_obj_3304954166619344972_3304954166619344972.json
CC_0164,,,6,12,850,87,7,6,Normal_obj_4529999507329059760_4529999507329059760.json
CC_0165,,,6,10,825,86,8,3,Normal_obj_4533743168158959430_4533743168158959430.json
CC_0166,,,5,7,855,64,4,1,Normal_obj_5370209783260445704_5370209783260445704.json
CC_0167,,,8,12,820,84,5,0,Normal_obj_5417171381531926805_5417171381531926805.json
CC_0168,,,8,12,710,4,69,48,Normal_obj_5870950017053758361_5870950017053758361.json
CC_0169,,,8,13,800,0,30,16,Normal_obj_9005262734481547871_9005262734481547871.json
CC_0170,,,6,10,840,83,7,10,Normal_obj_9109329256775260811_9109329256775260811.json
CC_0171,,,6,8,485,76,23,25,VeryEasy_obj_-828087633740053413_-828087633740053413.json
CC_0172,,,9,14,630,91,40,22,VeryEasy_obj_-1696629807019250226_-1696629807019250226.json
CC_0173,,,11,17,625,92,57,28,VeryEasy_obj_-2331670063229611888_-2331670063229611888.json
CC_0174,,,6,10,555,83,28,29,VeryEasy_obj_-2712095962621706499_-2712095962621706499.json
CC_0175,,,5,10,600,82,15,12,VeryEasy_obj_-3228993952559680366_-3228993952559680366.json
CC_0176,,,6,9,710,78,3,6,VeryEasy_obj_-4264675869585862611_-4264675869585862611.json
CC_0177,,,6,10,585,99,14,23,VeryEasy_obj_-5160501193721807590_-5160501193721807590.json
CC_0178,,,6,12,600,7,54,36,VeryEasy_obj_-5948220406407893431_-5948220406407893431.json
CC_0179,,,5,15,580,85,54,40,VeryEasy_obj_-6595566161118467126_-6595566161118467126.json
CC_0180,,,6,9,605,0,18,14,VeryEasy_obj_-6691285707872859643_-6691285707872859643.json
CC_0181,,,8,12,555,83,41,28,VeryEasy_obj_-7477806865971726837_-7477806865971726837.json
CC_0182,,,7,21,635,75,94,100,VeryEasy_obj_-7990036166338069588_-7990036166338069588.json
CC_0183,,,8,9,600,76,0,1,VeryEasy_obj_-8842364136909764324_-8842364136909764324.json
CC_0184,,,6,11,600,82,32,23,VeryEasy_obj_1059250483029686343_1059250483029686343.json
CC_0185,,,4,10,520,0,40,64,VeryEasy_obj_1678863765592217721_1678863765592217721.json
CC_0186,,,11,17,575,93,40,18,VeryEasy_obj_1989463773178151793_1989463773178151793.json
CC_0187,,,6,10,600,82,19,21,VeryEasy_obj_2214669136406969930_2214669136406969930.json
CC_0188,,,6,11,580,88,65,52,VeryEasy_obj_2226665923992216855_2226665923992216855.json
CC_0189,,,4,5,515,41,2,2,VeryEasy_obj_2533780747040595241_2533780747040595241.json
CC_0190,,,6,9,580,0,24,21,VeryEasy_obj_3137257659081237449_3137257659081237449.json
CC_0191,,,10,13,580,86,26,19,VeryEasy_obj_4962232865715475479_4962232865715475479.json
CC_0192,,,6,10,600,83,37,24,VeryEasy_obj_5052111831417966230_5052111831417966230.json
CC_0193,,,6,10,555,77,43,40,VeryEasy_obj_5725686889629278630_5725686889629278630.json
CC_0194,,,8,17,540,4,86,80,VeryEasy_obj_5796040279894980159_5796040279894980159.json
CC_0195,,,8,15,490,34,73,46,VeryEasy_obj_5992097507330351453_5992097507330351453.json
CC_0196,,,6,10,580,76,12,11,VeryEasy_obj_6192741706486804959_6192741706486804959.json
CC_0197,,,9,14,560,91,54,36,VeryEasy_obj_6813087521975951511_6813087521975951511.json
CC_0198,,,7,11,535,82,51,41,VeryEasy_obj_8676917453355736745_8676917453355736745.json
CC_0199,,,9,11,540,84,55,59,VeryEasy_obj_8932102700946220609_8932102700946220609.json
CC_0200,,,5,7,535,59,11,6,VeryEasy_obj_9170902172408887236_9170902172408887236.json
CC_0235,,,16,24,850,99,90,78,Hard_obj_5393874784883519988_5393874784883519988.json
CC_0255,,,8,23,795,100,87,90,Normal_obj_5266965173792630696_5266965173792630696.json
CC_0290,,,4,7,615,100,48,48,VeryEasy_obj_2825736920963069881_2825736920963069881.json
CC_0291,,,8,13,600,100,78,51,VeryEasy_obj_3113305285785652104_3113305285785652104.json
CC_0265,,,14,18,855,97,5,2,Normal_obj_7239276170341197421_7239276170341197421.json
CC_0204,,,16,21,655,98,31,40,Easy_obj_-3533632972129963899_-3533632972129963899.json
CC_0289,,,9,18,530,93,79,51,VeryEasy_obj_2576997463986138269_2576997463986138269.json
CC_0217,,,12,18,720,98,19,10,Easy_obj_2881473461030184559_2881473461030184559.json
CC_0244,,,13,15,770,93,2,2,Normal_obj_-6592355280793235709_-6592355280793235709.json
CC_0264,,,6,16,790,93,40,85,Normal_obj_7084936358921540177_7084936358921540177.json
CC_0201,,,10,20,625,99,64,81,Easy_obj_-409843854013760090_-409843854013760090.json
CC_0262,,,10,15,750,95,19,6,Normal_obj_6770950828906184028_6770950828906184028.json
CC_0229,,,10,15,780,94,16,15,Hard_obj_-4165917524446492341_-4165917524446492341.json
CC_0233,,,8,15,865,90,6,23,Hard_obj_1442615540840690690_1442615540840690690.json
CC_0236,,,6,13,865,86,8,16,Hard_obj_6427872015658360888_6427872015658360888.json
CC_0284,,,8,16,545,95,59,30,VeryEasy_obj_-7842558416730208040_-7842558416730208040.json
CC_0227,,,8,15,540,91,75,55,Easy_obj_7439937634274103084_7439937634274103084.json
CC_0241,,,6,12,830,84,30,10,Normal_obj_-3191431181177358815_-3191431181177358815.json
CC_0278,,,6,16,465,90,76,59,VeryEasy_obj_-6707709543867940104_-6707709543867940104.json
CC_0279,,,7,14,525,83,54,36,VeryEasy_obj_-6941315819392539970_-6941315819392539970.json
CC_0210,,,8,12,640,82,40,37,Easy_obj_-9034849251228621764_-9034849251228621764.json
CC_0263,,,10,12,865,88,0,1,Normal_obj_7072227314388338251_7072227314388338251.json
CC_0280,,,7,11,600,78,18,11,VeryEasy_obj_-7303052549906501985_-7303052549906501985.json
CC_0222,,,8,13,680,95,24,13,Easy_obj_4489317380655479886_4489317380655479886.json
CC_0238,,,9,12,795,84,5,2,Normal_obj_-491347636294445098_-491347636294445098.json
CC_0253,,,6,10,870,82,3,0,Normal_obj_3706591216871595427_3706591216871595427.json
CC_0239,,,8,15,820,92,19,17,Normal_obj_-1697080081793459829_-1697080081793459829.json
CC_0257,,,8,11,700,87,24,21,Normal_obj_5763311200725518812_5763311200725518812.json
CC_0242,,,8,13,795,89,1,3,Normal_obj_-4090028879760869461_-4090028879760869461.json
CC_0270,,,8,12,625,87,21,14,VeryEasy_obj_-462025289280387100_-462025289280387100.json
CC_0211,,,5,15,680,87,31,65,Easy_obj_-9069668387266083965_-9069668387266083965.json
CC_0232,,,7,11,890,86,3,1,Hard_obj_-5936488566595491839_-5936488566595491839.json
CC_0237,,,8,12,850,92,5,3,Hard_obj_6598443730449100857_6598443730449100857.json
CC_0215,,,9,12,775,90,3,6,Easy_obj_2218843166691563582_2218843166691563582.json
CC_0220,,,7,14,655,89,34,9,Easy_obj_3809132208886665343_3809132208886665343.json
CC_0246,,,8,12,795,83,5,1,Normal_obj_-8266776542991299089_-8266776542991299089.json
CC_0243,,,5,10,780,80,17,3,Normal_obj_-6094004898048360566_-6094004898048360566.json
CC_0277,,,7,11,580,85,48,37,VeryEasy_obj_-5999458808533608035_-5999458808533608035.json
CC_0234,,,9,12,890,88,0,1,Hard_obj_4967511773866997684_4967511773866997684.json
CC_0273,,,6,10,555,72,44,52,VeryEasy_obj_-2833457327188849690_-2833457327188849690.json
CC_0282,,,6,10,550,75,24,20,VeryEasy_obj_-7719398892021535332_-7719398892021535332.json
CC_0267,,,8,10,820,76,1,1,Normal_obj_7808653997412695428_7808653997412695428.json
CC_0281,,,4,10,510,81,83,73,VeryEasy_obj_-7661426656534094527_-7661426656534094527.json
CC_0285,,,5,10,560,75,59,39,VeryEasy_obj_-8461924792150459756_-8461924792150459756.json
CC_0261,,,6,10,830,80,29,24,Normal_obj_6352701654334186823_6352701654334186823.json
CC_0272,,,6,10,580,83,71,56,VeryEasy_obj_-1276326755563476544_-1276326755563476544.json
CC_0202,,,6,10,770,86,5,9,Easy_obj_-1911471411139201695_-1911471411139201695.json
CC_0248,,,8,10,850,80,6,6,Normal_obj_1013913111840760766_1013913111840760766.json
CC_0249,,,6,10,760,79,49,37,Normal_obj_2585815236453019605_2585815236453019605.json
CC_0254,,,7,21,755,72,89,99,Normal_obj_4464694600886160020_4464694600886160020.json
CC_0286,,,5,10,535,72,62,37,VeryEasy_obj_-8731091838896925492_-8731091838896925492.json
CC_0292,,,6,10,600,80,18,26,VeryEasy_obj_3270139514728241660_3270139514728241660.json
CC_0293,,,6,11,560,83,69,43,VeryEasy_obj_3893966795715816579_3893966795715816579.json
CC_0216,,,6,11,560,85,56,37,Easy_obj_2435385454690056842_2435385454690056842.json
CC_0259,,,6,10,870,77,4,1,Normal_obj_5936180784842596614_5936180784842596614.json
CC_0294,,,8,9,560,75,14,6,VeryEasy_obj_7389990745453126925_7389990745453126925.json
CC_0300,,,5,10,560,81,48,43,VeryEasy_obj_8811596432623043044_8811596432623043044.json
CC_0224,,,6,10,780,81,8,10,Easy_obj_5582524774713652387_5582524774713652387.json
CC_0275,,,7,11,620,80,24,26,VeryEasy_obj_-4001980453628435627_-4001980453628435627.json
CC_0226,,,6,9,730,70,35,29,Easy_obj_6125248256196065824_6125248256196065824.json
CC_0297,,,6,10,610,78,54,35,VeryEasy_obj_8262653785478420542_8262653785478420542.json
CC_0252,,,6,9,835,80,5,2,Normal_obj_3505618420732209204_3505618420732209204.json
CC_0283,,,7,8,560,72,13,9,VeryEasy_obj_-7808091350587534854_-7808091350587534854.json
CC_0218,,,6,10,625,83,3,3,Easy_obj_2927547772959941510_2927547772959941510.json
CC_0299,,,6,11,605,73,25,20,VeryEasy_obj_8758547653190156292_8758547653190156292.json
CC_0207,,,5,7,660,64,18,13,Easy_obj_-7982215790531385497_-7982215790531385497.json
CC_0274,,,9,12,435,61,38,34,VeryEasy_obj_-3051279091057409727_-3051279091057409727.json
CC_0206,,,5,7,655,77,4,3,Easy_obj_-7253368328855630275_-7253368328855630275.json
CC_0245,,,6,9,685,78,10,13,Normal_obj_-7517629322815613110_-7517629322815613110.json
CC_0205,,,4,8,660,66,33,24,Easy_obj_-4720816346241619179_-4720816346241619179.json
CC_0266,,,2,6,715,62,15,15,Normal_obj_7439413060091581926_7439413060091581926.json
CC_0208,,,5,6,650,51,5,4,Easy_obj_-8228455277662928550_-8228455277662928550.json
CC_0223,,,5,7,860,64,3,3,Easy_obj_4803460625792221679_4803460625792221679.json
CC_0230,,,4,6,845,53,3,0,Hard_obj_-4717586371069404904_-4717586371069404904.json
CC_0212,,,6,12,760,45,48,21,Easy_obj_-9175821671489067789_-9175821671489067789.json
CC_0225,,,3,5,560,43,17,13,Easy_obj_5917400523554303550_5917400523554303550.json
CC_0287,,,3,5,630,53,0,0,VeryEasy_obj_-9197220502685829787_-9197220502685829787.json
CC_0298,,,4,6,530,68,23,20,VeryEasy_obj_8554537005776796579_8554537005776796579.json
CC_0213,,,4,8,785,25,14,15,Easy_obj_463766349787096359_463766349787096359.json
CC_0271,,,5,6,560,32,0,0,VeryEasy_obj_-657825616085070490_-657825616085070490.json
CC_0276,,,5,6,435,13,10,11,VeryEasy_obj_-5924488609331911666_-5924488609331911666.json
CC_0251,,,8,24,685,9,100,100,Normal_obj_3385651925592553098_3385651925592553098.json
CC_0209,,,8,23,630,10,93,100,Easy_obj_-8942719959058313298_-8942719959058313298.json
CC_0288,,,4,10,545,13,87,76,VeryEasy_obj_119021328769867874_119021328769867874.json
CC_0250,,,8,12,875,14,5,5,Normal_obj_3156347889945336561_3156347889945336561.json
CC_0219,,,8,10,810,8,4,3,Easy_obj_3567842103952476802_3567842103952476802.json
CC_0240,,,8,11,760,10,25,19,Normal_obj_-2363891663872883741_-2363891663872883741.json
CC_0247,,,5,9,820,3,11,4,Normal_obj_252815142436859023_252815142436859023.json
CC_0269,,,6,8,515,1,56,58,VeryEasy_obj_-386395634348372423_-386395634348372423.json
CC_0203,,,9,14,600,2,33,24,Easy_obj_-3217003002116541924_-3217003002116541924.json
CC_0214,,,10,15,685,0,31,5,Easy_obj_985924234075155926_985924234075155926.json
CC_0221,,,7,14,680,0,11,0,Easy_obj_4330626712496959134_4330626712496959134.json
CC_0228,,,7,11,830,2,12,7,Hard_obj_-295016912342719690_-295016912342719690.json
CC_0231,,,13,20,830,1,76,88,Hard_obj_-5175365428736857757_-5175365428736857757.json
CC_0256,,,5,10,810,0,5,0,Normal_obj_5689298629284134973_5689298629284134973.json
CC_0258,,,5,7,540,0,50,51,Normal_obj_5811656403611471358_5811656403611471358.json
CC_0260,,,8,12,770,0,18,8,Normal_obj_6123488579623555416_6123488579623555416.json
