stage_id,tutorial,publish_at,clearCount,deckCount,mapScore,clear_rate_a,clear_rate_b,clear_rate_c,original_json_file_name
TEST_0080,,,6,11,920,86,9,3,VeryHard_obj_6837033027442262247_6837033027442262247.json
TEST_0081,,,8,10,870,83,1,0,VeryHard_obj_7773200083094625667_7773200083094625667.json
TEST_0082,,,13,15,825,87,1,2,VeryHard_obj_8669398630473822649_8669398630473822649.json
TEST_0083,,,6,10,845,76,8,4,VeryHard_obj_8815635521122498101_8815635521122498101.json
TEST_0084,,,8,10,740,77,19,11,Easy_obj_-635920900950159151_-635920900950159151.json
TEST_0085,,,5,13,640,94,84,58,Easy_obj_-3926333867790191199_-3926333867790191199.json
TEST_0086,,,8,15,670,92,62,26,Easy_obj_-6105605516676670376_-6105605516676670376.json
TEST_0087,,,9,12,720,86,46,27,Easy_obj_-8726552259797694833_-8726552259797694833.json
TEST_0088,,,6,10,580,81,21,17,Easy_obj_-9183141046103026688_-9183141046103026688.json
TEST_0089,,,6,11,610,82,10,9,Easy_obj_787245582730274679_787245582730274679.json
TEST_0090,,,8,12,720,90,55,45,Easy_obj_3760192472037314342_3760192472037314342.json
TEST_0091,,,10,15,710,1,55,20,Easy_obj_4920178032727439715_4920178032727439715.json
TEST_0092,,,6,10,620,83,72,65,Easy_obj_5685225558964069924_5685225558964069924.json
TEST_0093,,,5,10,710,77,32,25,Easy_obj_6213101726922094235_6213101726922094235.json
TEST_0094,,,4,6,730,60,1,2,Easy_obj_7396020496440777141_7396020496440777141.json
TEST_0095,,,6,10,680,85,15,13,Easy_obj_7903415363057168957_7903415363057168957.json
TEST_0096,,,8,10,815,75,3,1,Hard_obj_-242796272229110242_-242796272229110242.json
TEST_0097,,,10,16,825,1,3,6,Hard_obj_-352040566711664865_-352040566711664865.json
TEST_0098,,,14,16,830,99,19,14,Hard_obj_-896199745780379060_-896199745780379060.json
TEST_0099,,,6,9,900,74,1,0,Hard_obj_-899260258673382271_-899260258673382271.json
TEST_0100,,,7,9,955,5,1,2,Hard_obj_-2584308845143270527_-2584308845143270527.json
TEST_0101,,,6,12,830,86,14,17,Hard_obj_-2971598594048820469_-2971598594048820469.json
TEST_0102,,,6,10,820,0,3,1,Hard_obj_-3049018700476991776_-3049018700476991776.json
TEST_0103,,,6,10,820,0,3,4,Hard_obj_-3455997008359848840_-3455997008359848840.json
TEST_0104,,,6,10,815,80,21,14,Hard_obj_-4372103844182896050_-4372103844182896050.json
TEST_0105,,,8,13,865,87,1,1,Hard_obj_-5787232376046207283_-5787232376046207283.json
TEST_0106,,,8,15,870,95,6,20,Hard_obj_-8148084942501228881_-8148084942501228881.json
TEST_0107,,,12,19,850,99,21,31,Hard_obj_-8193493358438014964_-8193493358438014964.json
TEST_0108,,,12,18,885,98,0,29,Hard_obj_-8592288415358720365_-8592288415358720365.json
TEST_0109,,,6,10,895,77,5,2,Hard_obj_2614617043532549192_2614617043532549192.json
TEST_0110,,,5,10,850,83,7,5,Hard_obj_2850995347475374618_2850995347475374618.json
TEST_0111,,,5,10,865,82,11,7,Hard_obj_3639079666896537133_3639079666896537133.json
TEST_0112,,,8,12,870,86,5,0,Hard_obj_3839621801699092883_3839621801699092883.json
TEST_0113,,,10,13,890,0,6,1,Hard_obj_5107762589951023825_5107762589951023825.json
TEST_0114,,,4,9,900,0,3,0,Hard_obj_7150741962077567140_7150741962077567140.json
TEST_0115,,,4,6,805,59,0,1,Hard_obj_7721880434438543914_7721880434438543914.json
TEST_0116,,,11,15,850,6,22,17,Hard_obj_8340641117357673040_8340641117357673040.json
TEST_0117,,,8,12,825,0,0,0,Normal_obj_-44095699591884719_-44095699591884719.json
TEST_0118,,,8,13,795,91,10,4,Normal_obj_-355294394314384722_-355294394314384722.json
TEST_0119,,,13,15,805,3,22,21,Normal_obj_-1131090227132031382_-1131090227132031382.json
TEST_0120,,,3,5,765,0,3,0,Normal_obj_-2110368993827090590_-2110368993827090590.json
TEST_0121,,,8,13,845,91,6,1,Normal_obj_-3743210460103241016_-3743210460103241016.json
TEST_0122,,,7,11,790,81,9,5,Normal_obj_-3806582573707543616_-3806582573707543616.json
TEST_0123,,,12,18,760,41,25,82,Normal_obj_-5371281881237276343_-5371281881237276343.json
TEST_0124,,,15,20,805,100,66,88,Normal_obj_-8345197151528386400_-8345197151528386400.json
TEST_0125,,,5,15,785,88,51,85,Normal_obj_-8653012799409506617_-8653012799409506617.json
TEST_0126,,,10,15,680,89,16,9,Normal_obj_1305522493573245136_1305522493573245136.json
TEST_0127,,,7,9,730,8,1,2,Normal_obj_1355874855985216006_1355874855985216006.json
TEST_0128,,,12,14,795,96,8,4,Normal_obj_3833930600800287491_3833930600800287491.json
TEST_0129,,,5,10,830,0,4,1,Normal_obj_4063665433640546063_4063665433640546063.json
TEST_0130,,,12,18,825,98,35,66,Normal_obj_5530187918867554261_5530187918867554261.json
TEST_0131,,,5,7,495,73,13,15,VeryEasy_obj_-182928876723178643_-182928876723178643.json
TEST_0132,,,14,18,620,94,32,14,VeryEasy_obj_-860181473711047523_-860181473711047523.json
TEST_0133,,,4,5,510,58,10,8,VeryEasy_obj_-1956323748168389762_-1956323748168389762.json
TEST_0134,,,7,11,600,87,48,37,VeryEasy_obj_-2998513962225605591_-2998513962225605591.json
TEST_0135,,,9,14,660,92,71,40,VeryEasy_obj_-3139864049683916231_-3139864049683916231.json
TEST_0136,,,8,13,630,85,45,37,VeryEasy_obj_-3618483139815480547_-3618483139815480547.json
TEST_0137,,,9,14,610,92,80,62,VeryEasy_obj_-5902657470615250124_-5902657470615250124.json
TEST_0138,,,8,12,570,14,45,41,VeryEasy_obj_-7772981123168021840_-7772981123168021840.json
TEST_0139,,,6,12,485,84,76,50,VeryEasy_obj_-8845164001635219897_-8845164001635219897.json
TEST_0140,,,7,8,600,63,7,3,VeryEasy_obj_-9035280763229991416_-9035280763229991416.json
TEST_0141,,,14,16,560,98,62,61,VeryEasy_obj_989568727484255069_989568727484255069.json
TEST_0142,,,6,10,600,74,20,26,VeryEasy_obj_1757170981527253889_1757170981527253889.json
TEST_0143,,,7,9,485,58,30,30,VeryEasy_obj_6773558705989808628_6773558705989808628.json
TEST_0144,,,8,10,570,83,26,26,VeryEasy_obj_7718111371666379778_7718111371666379778.json
TEST_0145,,,9,18,480,94,60,27,VeryEasy_obj_7867579080652439265_7867579080652439265.json
TEST_0146,,,6,11,580,15,43,32,VeryEasy_obj_8123278724184638633_8123278724184638633.json
TEST_0147,,,5,6,535,54,2,9,VeryEasy_obj_8272410904050513656_8272410904050513656.json
TEST_0148,,,12,18,910,100,40,51,VeryHard_obj_-490091095944974406_-490091095944974406.json
TEST_0149,,,6,10,995,85,0,0,VeryHard_obj_-925044333877223131_-925044333877223131.json
TEST_0150,,,9,14,1020,95,0,1,VeryHard_obj_-4229438028596310469_-4229438028596310469.json
TEST_0151,,,7,9,975,82,0,0,VeryHard_obj_-6025655155921512219_-6025655155921512219.json
TEST_0152,,,7,11,915,90,19,12,VeryHard_obj_-6040755500989722568_-6040755500989722568.json
TEST_0153,,,6,10,870,79,14,4,VeryHard_obj_-6260419655417366995_-6260419655417366995.json
TEST_0154,,,8,13,940,93,1,6,VeryHard_obj_-6517664997100079118_-6517664997100079118.json
TEST_0155,,,9,14,1055,93,3,23,VeryHard_obj_-7611893920726717657_-7611893920726717657.json
TEST_0156,,,12,18,965,100,19,28,VeryHard_obj_-7761225095345032940_-7761225095345032940.json
TEST_0157,,,10,19,945,97,49,56,VeryHard_obj_1077469878903392020_1077469878903392020.json
TEST_0158,,,6,10,1000,9,1,1,VeryHard_obj_1353889096290812867_1353889096290812867.json
TEST_0159,,,7,11,830,87,8,5,VeryHard_obj_2328139811024765969_2328139811024765969.json
TEST_0160,,,8,12,1010,0,0,0,VeryHard_obj_2594509019902696594_2594509019902696594.json
TEST_0161,,,8,12,920,90,7,1,VeryHard_obj_3797560647330211051_3797560647330211051.json
TEST_0162,,,6,8,815,72,1,2,VeryHard_obj_3883332582632237518_3883332582632237518.json
TEST_0163,,,3,5,1020,0,0,0,VeryHard_obj_5275532412856104264_5275532412856104264.json
TEST_0164,,,7,8,950,67,1,0,VeryHard_obj_5698054455374342880_5698054455374342880.json
TEST_0165,,,14,18,890,85,4,12,VeryHard_obj_6623346601964569557_6623346601964569557.json
TEST_0001,,,4,6,730,56,1,0,Easy_obj_-2303669762316680223_-2303669762316680223.json
TEST_0002,,,8,11,680,88,16,12,Easy_obj_-2622931424824534592_-2622931424824534592.json
TEST_0003,,,4,6,725,59,0,3,Easy_obj_-2730413272061964746_-2730413272061964746.json
TEST_0004,,,7,8,640,71,25,28,Easy_obj_-4305908655211395287_-4305908655211395287.json
TEST_0005,,,8,13,750,85,7,3,Easy_obj_-6291806416202614741_-6291806416202614741.json
TEST_0006,,,14,22,750,100,55,82,Easy_obj_-9077537253183628205_-9077537253183628205.json
TEST_0007,,,8,16,600,90,40,7,Easy_obj_795583749339269665_795583749339269665.json
TEST_0008,,,6,8,600,73,19,20,Easy_obj_852856502367056480_852856502367056480.json
TEST_0009,,,6,16,680,90,17,77,Easy_obj_1536143032976855460_1536143032976855460.json
TEST_0010,,,12,16,620,8,22,16,Easy_obj_5224448487754293401_5224448487754293401.json
TEST_0011,,,4,8,675,66,17,21,Easy_obj_7134191318478455559_7134191318478455559.json
TEST_0012,,,12,16,850,0,12,4,Hard_obj_-1557604059790119122_-1557604059790119122.json
TEST_0013,,,9,12,845,89,6,4,Hard_obj_-1771116334727555118_-1771116334727555118.json
TEST_0014,,,10,14,615,21,89,87,Hard_obj_-2302097346547104360_-2302097346547104360.json
TEST_0015,,,6,10,870,80,2,0,Hard_obj_-3911628936436214609_-3911628936436214609.json
TEST_0016,,,7,9,505,74,24,15,Hard_obj_-4799243729043355025_-4799243729043355025.json
TEST_0017,,,6,9,860,76,11,9,Hard_obj_-4828248197329431323_-4828248197329431323.json
TEST_0018,,,4,6,895,100,0,1,Hard_obj_-5508157494820979522_-5508157494820979522.json
CC_0114,,2026-03-19 00:00:00.000,4,11,780,,,,Easy_obj_-7388141165237645368_-7388141165237645368.json
CC_0115,,2026-03-19 00:00:00.000,5,10,655,,,,Easy_obj_-7654885499349072602_-7654885499349072602.json
CC_0116,,2026-03-19 00:00:00.000,9,14,780,,,,Easy_obj_-7685571440398158826_-7685571440398158826.json
CC_0117,,2026-03-19 00:00:00.000,6,8,725,,,,Easy_obj_-7975310549938828692_-7975310549938828692.json
CC_0118,,2026-03-19 00:00:00.000,8,13,675,,,,Easy_obj_-8411191746816047220_-8411191746816047220.json
CC_0119,,2026-03-19 00:00:00.000,14,22,685,,,,Easy_obj_-9198569455254594242_-9198569455254594242.json
CC_0120,,2026-03-19 00:00:00.000,6,11,700,,,,Easy_obj_52113043959410109_52113043959410109.json
CC_0121,,2026-03-19 00:00:00.000,8,16,630,,,,Easy_obj_421220124618729722_421220124618729722.json
CC_0122,,2026-03-19 00:00:00.000,8,12,755,,,,Easy_obj_512099538242078315_512099538242078315.json
CC_0123,,2026-03-19 00:00:00.000,8,9,745,,,,Easy_obj_820441138915755316_820441138915755316.json
CC_0124,,2026-03-19 00:00:00.000,6,10,650,,,,Easy_obj_1699680587543510689_1699680587543510689.json
CC_0125,,2026-03-19 00:00:00.000,9,11,690,,,,Easy_obj_1755326975129658047_1755326975129658047.json
CC_0126,,2026-03-19 00:00:00.000,6,13,675,,,,Easy_obj_6749867213937657716_6749867213937657716.json
CC_0127,,2026-03-19 00:00:00.000,6,7,600,,,,Easy_obj_7035141679503274147_7035141679503274147.json
CC_0128,,2026-03-19 00:00:00.000,9,14,655,,,,Easy_obj_7253623987517722760_7253623987517722760.json
CC_0129,,2026-03-19 00:00:00.000,5,10,645,,,,Easy_obj_7449358948076161530_7449358948076161530.json
CC_0130,,2026-03-19 00:00:00.000,6,10,760,,,,Easy_obj_8056353492817243643_8056353492817243643.json
CC_0131,,2026-03-19 00:00:00.000,6,9,725,,,,Easy_obj_8476053931211458720_8476053931211458720.json
CC_0132,,2026-03-19 00:00:00.000,10,20,640,,,,Easy_obj_8923723070358247254_8923723070358247254.json
CC_0133,,2026-03-19 00:00:00.000,8,11,900,,,,Hard_obj_-440283477310521795_-440283477310521795.json
CC_0134,,2026-03-19 00:00:00.000,4,6,500,,,,Hard_obj_-1237604880740496036_-1237604880740496036.json
CC_0135,,2026-03-19 00:00:00.000,9,14,860,,,,Hard_obj_-1971797449831386605_-1971797449831386605.json
CC_0136,,2026-03-19 00:00:00.000,12,18,855,,,,Hard_obj_-7345353388280909966_-7345353388280909966.json
CC_0137,,2026-03-19 00:00:00.000,3,6,900,,,,Hard_obj_3899271523029084104_3899271523029084104.json
CC_0138,,2026-03-19 00:00:00.000,14,18,920,,,,Hard_obj_4318439546011939075_4318439546011939075.json
CC_0139,,2026-03-19 00:00:00.000,7,14,945,,,,Hard_obj_4711607199540660698_4711607199540660698.json
CC_0140,,2026-03-19 00:00:00.000,11,17,865,,,,Hard_obj_6849466000772299756_6849466000772299756.json
CC_0141,,2026-03-19 00:00:00.000,9,14,835,,,,Hard_obj_6983130921893479486_6983130921893479486.json
CC_0142,,2026-03-19 00:00:00.000,10,12,825,,,,Hard_obj_7857780543092163099_7857780543092163099.json
CC_0143,,2026-03-19 00:00:00.000,6,10,580,,,,Normal_obj_-45362167705950980_-45362167705950980.json
CC_0144,,2026-03-19 00:00:00.000,6,17,730,,,,Normal_obj_-898773055137935167_-898773055137935167.json
CC_0145,,2026-03-19 00:00:00.000,6,10,870,,,,Normal_obj_-1473635774545011832_-1473635774545011832.json
CC_0146,,2026-03-19 00:00:00.000,10,12,790,,,,Normal_obj_-1479464610561885932_-1479464610561885932.json
CC_0147,,2026-03-19 00:00:00.000,8,12,840,,,,Normal_obj_-1656778296819317915_-1656778296819317915.json
CC_0148,,2026-03-19 00:00:00.000,6,10,845,,,,Normal_obj_-1823325553753902879_-1823325553753902879.json
CC_0149,,2026-03-19 00:00:00.000,11,13,765,,,,Normal_obj_-2471577862588440368_-2471577862588440368.json
CC_0150,,2026-03-19 00:00:00.000,15,18,790,,,,Normal_obj_-2574313661731995503_-2574313661731995503.json
CC_0151,,2026-03-19 00:00:00.000,5,8,760,,,,Normal_obj_-2709838762995950497_-2709838762995950497.json
CC_0152,,2026-03-19 00:00:00.000,7,11,800,,,,Normal_obj_-3815443695832809385_-3815443695832809385.json
CC_0153,,2026-03-19 00:00:00.000,8,10,800,,,,Normal_obj_-4896860215059842360_-4896860215059842360.json
CC_0154,,2026-03-19 00:00:00.000,7,11,800,,,,Normal_obj_-5113106948987605554_-5113106948987605554.json
CC_0155,,2026-03-19 00:00:00.000,6,10,855,,,,Normal_obj_-6714458665169892308_-6714458665169892308.json
CC_0156,,2026-03-19 00:00:00.000,5,10,810,,,,Normal_obj_-9075794490093729707_-9075794490093729707.json
CC_0157,,2026-03-19 00:00:00.000,9,12,850,,,,Normal_obj_-9092176887450579349_-9092176887450579349.json
CC_0158,,2026-03-19 00:00:00.000,6,10,850,,,,Normal_obj_290478911730800373_290478911730800373.json
CC_0159,,2026-03-19 00:00:00.000,7,9,765,,,,Normal_obj_720644903587650733_720644903587650733.json
CC_0160,,2026-03-19 00:00:00.000,6,11,800,,,,Normal_obj_1703545378780185544_1703545378780185544.json
CC_0161,,2026-03-19 00:00:00.000,5,10,850,,,,Normal_obj_1741435562803762366_1741435562803762366.json
CC_0162,,2026-03-19 00:00:00.000,4,5,790,,,,Normal_obj_2381993396820737367_2381993396820737367.json
CC_0163,,2026-03-19 00:00:00.000,11,17,770,,,,Normal_obj_3304954166619344972_3304954166619344972.json
CC_0164,,2026-03-19 00:00:00.000,6,12,850,,,,Normal_obj_4529999507329059760_4529999507329059760.json
CC_0165,,2026-03-19 00:00:00.000,6,10,825,,,,Normal_obj_4533743168158959430_4533743168158959430.json
CC_0166,,2026-03-19 00:00:00.000,5,7,855,,,,Normal_obj_5370209783260445704_5370209783260445704.json
CC_0167,,2026-03-19 00:00:00.000,8,12,820,,,,Normal_obj_5417171381531926805_5417171381531926805.json
CC_0168,,2026-03-19 00:00:00.000,8,12,710,,,,Normal_obj_5870950017053758361_5870950017053758361.json
CC_0169,,2026-03-19 00:00:00.000,8,13,800,,,,Normal_obj_9005262734481547871_9005262734481547871.json
CC_0170,,2026-03-19 00:00:00.000,6,10,840,,,,Normal_obj_9109329256775260811_9109329256775260811.json
CC_0171,,2026-03-19 00:00:00.000,6,8,485,,,,VeryEasy_obj_-828087633740053413_-828087633740053413.json
CC_0172,,2026-03-19 00:00:00.000,9,14,630,,,,VeryEasy_obj_-1696629807019250226_-1696629807019250226.json
CC_0173,,2026-03-19 00:00:00.000,11,17,625,,,,VeryEasy_obj_-2331670063229611888_-2331670063229611888.json
CC_0174,,2026-03-19 00:00:00.000,6,10,555,,,,VeryEasy_obj_-2712095962621706499_-2712095962621706499.json
CC_0175,,2026-03-19 00:00:00.000,5,10,600,,,,VeryEasy_obj_-3228993952559680366_-3228993952559680366.json
CC_0176,,2026-03-19 00:00:00.000,6,9,710,,,,VeryEasy_obj_-4264675869585862611_-4264675869585862611.json
CC_0177,,2026-03-19 00:00:00.000,6,10,585,,,,VeryEasy_obj_-5160501193721807590_-5160501193721807590.json
CC_0178,,2026-03-19 00:00:00.000,6,12,600,,,,VeryEasy_obj_-5948220406407893431_-5948220406407893431.json
CC_0179,,2026-03-19 00:00:00.000,5,15,580,,,,VeryEasy_obj_-6595566161118467126_-6595566161118467126.json
CC_0180,,2026-03-19 00:00:00.000,6,9,605,,,,VeryEasy_obj_-6691285707872859643_-6691285707872859643.json
CC_0181,,2026-03-19 00:00:00.000,8,12,555,,,,VeryEasy_obj_-7477806865971726837_-7477806865971726837.json
CC_0182,,2026-03-19 00:00:00.000,7,21,635,,,,VeryEasy_obj_-7990036166338069588_-7990036166338069588.json
CC_0183,,2026-03-19 00:00:00.000,8,9,600,,,,VeryEasy_obj_-8842364136909764324_-8842364136909764324.json
CC_0184,,2026-03-19 00:00:00.000,6,11,600,,,,VeryEasy_obj_1059250483029686343_1059250483029686343.json
CC_0185,,2026-03-19 00:00:00.000,4,10,520,,,,VeryEasy_obj_1678863765592217721_1678863765592217721.json
CC_0186,,2026-03-19 00:00:00.000,11,17,575,,,,VeryEasy_obj_1989463773178151793_1989463773178151793.json
CC_0187,,2026-03-19 00:00:00.000,6,10,600,,,,VeryEasy_obj_2214669136406969930_2214669136406969930.json
CC_0284,,2026-03-19 00:00:00.000,8,16,545,,,,VeryEasy_obj_-7842558416730208040_-7842558416730208040.json
CC_0188,,2026-03-19 00:00:00.000,6,11,580,,,,VeryEasy_obj_2226665923992216855_2226665923992216855.json
CC_0189,,2026-03-19 00:00:00.000,4,5,515,,,,VeryEasy_obj_2533780747040595241_2533780747040595241.json
CC_0190,,2026-03-19 00:00:00.000,6,9,580,,,,VeryEasy_obj_3137257659081237449_3137257659081237449.json
CC_0191,,2026-03-19 00:00:00.000,10,13,580,,,,VeryEasy_obj_4962232865715475479_4962232865715475479.json
CC_0192,,2026-03-19 00:00:00.000,6,10,600,,,,VeryEasy_obj_5052111831417966230_5052111831417966230.json
CC_0193,,2026-03-19 00:00:00.000,6,10,555,,,,VeryEasy_obj_5725686889629278630_5725686889629278630.json
CC_0194,,2026-03-19 00:00:00.000,8,17,540,,,,VeryEasy_obj_5796040279894980159_5796040279894980159.json
CC_0195,,2026-03-19 00:00:00.000,8,15,490,,,,VeryEasy_obj_5992097507330351453_5992097507330351453.json
CC_0196,,2026-03-19 00:00:00.000,6,10,580,,,,VeryEasy_obj_6192741706486804959_6192741706486804959.json
CC_0197,,2026-03-19 00:00:00.000,9,14,560,,,,VeryEasy_obj_6813087521975951511_6813087521975951511.json
CC_0198,,2026-03-19 00:00:00.000,7,11,535,,,,VeryEasy_obj_8676917453355736745_8676917453355736745.json
CC_0290,,2026-03-19 00:00:00.000,4,7,615,,,,VeryEasy_obj_2825736920963069881_2825736920963069881.json
CC_0199,,2026-03-19 00:00:00.000,9,11,540,,,,VeryEasy_obj_8932102700946220609_8932102700946220609.json
CC_0300,,2026-03-19 00:00:00.000,5,10,560,,,,VeryEasy_obj_8811596432623043044_8811596432623043044.json
CC_0299,,2026-03-19 00:00:00.000,6,11,605,,,,VeryEasy_obj_8758547653190156292_8758547653190156292.json
CC_0296,,2026-03-19 00:00:00.000,5,8,610,,,,VeryEasy_obj_8227147783332148297_8227147783332148297.json
CC_0200,,2026-03-19 00:00:00.000,5,7,535,,,,VeryEasy_obj_9170902172408887236_9170902172408887236.json
CC_0093,,2026-03-19 00:00:00.000,14,18,500,,,,VeryEasy_obj_6411777038968427373_6411777038968427373.json
CC_0094,,2026-03-19 00:00:00.000,7,11,580,,,,VeryEasy_obj_7254455368999676493_7254455368999676493.json
CC_0095,,2026-03-19 00:00:00.000,6,10,600,,,,VeryEasy_obj_7501960667401206892_7501960667401206892.json
CC_0096,,2026-03-19 00:00:00.000,6,10,580,,,,VeryEasy_obj_7529100959373808406_7529100959373808406.json
CC_0097,,2026-03-19 00:00:00.000,7,8,480,,,,VeryEasy_obj_7598267606578259593_7598267606578259593.json
CC_0098,,2026-03-19 00:00:00.000,10,12,515,,,,VeryEasy_obj_7977985121917331868_7977985121917331868.json
CC_0099,,2026-03-19 00:00:00.000,8,11,600,,,,VeryEasy_obj_8246439891182557695_8246439891182557695.json
CC_0100,,2026-03-19 00:00:00.000,5,10,540,,,,VeryEasy_obj_8635759296922758075_8635759296922758075.json
CC_0264,,2026-03-19 00:00:00.000,6,16,790,,,,Normal_obj_7084936358921540177_7084936358921540177.json
CC_0262,,2026-03-19 00:00:00.000,10,15,750,,,,Normal_obj_6770950828906184028_6770950828906184028.json
CC_0233,,2026-03-19 00:00:00.000,8,15,865,,,,Hard_obj_1442615540840690690_1442615540840690690.json
